Latitude	Longitude	Year	Date	Tavg	Tmin	Tmax	RHavg	RHmin	RHmax	Rainfall	RainHourlyMin	RainHourlyMax
-23	-47.1	2005	21/09/2005	18.65	14.88	23.85	70.59	48.66	87.14	3.3	0	0.3
-23	-47.1	2005	21/10/2005	22.95	18.28	28.9	74.34	47.77	95.27	49.7	0.5	5.7
-23	-47.1	2005	21/11/2005	20.72	14.99	27.53	68.56	45.89	85.85	8.2	0	8.2
-23	-47.1	2005	21/12/2005	22.56	19.17	27.17	84.92	64.08	98.76	98.5	0	19.3
-23	-47.1	2005	22/01/2005	23.47	19.95	28.04	86.79	68.34	96.96	144.2	0.1	20.4
-23	-47.1	2005	22/02/2005	22.57	15.34	29.28	71.48	44.25	95.9	0	0	0
-23	-47.1	2005	22/03/2005	21.96	20.28	26.51	91.53	74.87	96.42	158.6	0	18.6
-23	-47.1	2005	22/04/2005	21.72	17.43	27.16	72.04	44.97	92.58	5.6	0.1	1.2
-23	-47.1	2005	22/05/2005	19.1	17.78	20.41	84.6	69.4	96.3	207.2	0.1	12.1
-23	-47.1	2005	22/06/2005	15.88	13.99	19.47	75.49	60.23	83.27	5.6	0	3.4
-23	-47.1	2005	22/07/2005	19.61	14.33	26.48	68.31	41.18	85.1	1	0	0.7
-23	-47.1	2005	22/08/2005	21.73	16.05	28.39	51.76	24.75	84.52	0	0	0
-23	-47.1	2005	22/09/2005	19	14.54	25.46	73.36	47.01	91.55	3.2	0	0.7
-23	-47.1	2005	22/10/2005	22.58	19.21	26.79	76.06	55.33	96.39	108.2	0.1	6.7
-23	-47.1	2005	22/11/2005	22.99	17.68	28.82	69.19	43.92	90.24	1.1	0	0.1
-23	-47.1	2005	22/12/2005	22.84	18.89	28.15	82.99	63.08	96.26	38.2	0	19.3
-23	-47.1	2005	23/01/2005	23.84	20.2	28.53	85.95	64.94	98.41	75.2	0	20.4
-23	-47.1	2005	23/02/2005	24.65	18.88	30.73	65.69	41.67	87.18	0	0	0
-23	-47.1	2005	23/03/2005	22.76	19.48	27.67	87.03	66.2	98.52	95.4	0.8	19.3
-23	-47.1	2005	23/04/2005	21.83	17.38	27.9	74.21	50.72	93.98	1.2	0	0.2
-23	-47.1	2005	23/05/2005	18.28	15.56	22.05	79.36	67.5	88.92	35.5	0	12.3
-23	-47.1	2005	23/06/2005	16.9	12.82	22.03	74.6	51.66	91.43	0.1	0	0.1
-23	-47.1	2005	23/07/2005	21.03	15.13	27.6	64.05	40.42	85.52	1.1	0	0.2
-23	-47.1	2005	23/08/2005	21.28	14.04	28.93	45.33	22.84	67.73	0	0	0
-23	-47.1	2005	23/09/2005	20.46	14.62	26.43	71.58	49.79	94.58	1.5	0	0.7
-23	-47.1	2005	23/10/2005	21.78	18.73	25.6	75.54	64.37	90.02	60.9	0	8.8
-23	-47.1	2005	23/11/2005	24.14	19.93	29.33	73.25	54.51	90.81	11	0	2.3
-23	-47.1	2005	23/12/2005	23.88	18.35	28.72	76.63	55.22	95.52	6.7	0	4
-23	-47.1	2005	24/01/2005	24.08	20.43	28.38	85.45	67.95	96.72	72.7	0.1	12.8
-23	-47.1	2005	24/02/2005	25.61	21.42	30.9	72.44	48.89	95.03	12.6	0	2.3
-23	-47.1	2005	24/03/2005	22	20.4	24.55	90.03	78.73	97.7	97.2	0.5	9.6
-23	-47.1	2005	24/04/2005	22.15	16.95	28.09	72.95	44.07	96.02	0.2	0	0.2
-23	-47.1	2005	24/05/2005	19.88	18.16	23.01	88.19	81.06	92.69	113.8	0	19.3
-23	-47.1	2005	24/06/2005	17.01	12.23	21.39	76.2	54.4	95.61	0	0	0
-23	-47.1	2005	24/07/2005	20.06	14.77	26.82	70.64	43.13	90.19	3.7	0	0.7
-23	-47.1	2005	24/08/2005	23.86	18.3	31.13	38.9	23.19	51.89	0	0	0
-23	-47.1	2005	24/09/2005	21.28	16.09	28.21	73.86	47.77	94.77	2.2	0	0.7
-23	-47.1	2005	24/10/2005	21.87	17.96	26.71	79.06	63.39	91.4	16.9	0	8.8
-23	-47.1	2005	24/11/2005	23.64	19.97	28.73	80.58	61.87	93.67	54.2	0	9.7
-23	-47.1	2005	24/12/2005	24	19.06	29.73	78.06	58.01	91.95	36.9	0	9.9
-23	-47.1	2005	25/01/2005	22.94	21.23	25.21	90.09	80.65	95.04	141.2	0	17.2
-23	-47.1	2005	25/02/2005	25.55	21.79	30.7	77.46	52.27	95.75	19.7	0	5.5
-23	-47.1	2005	25/03/2005	20.88	18.67	24.29	80.5	66.91	89.36	12.4	0	9.6
-23	-47.1	2005	25/04/2005	21.92	17.68	27.61	73.72	51.45	92.97	6.4	0	2.9
-23	-47.1	2005	25/05/2005	18.94	16.99	20.53	90.28	77.65	96.32	512.2	0	45.7
-23	-47.1	2005	25/06/2005	16.68	13.06	21.83	78.62	47.59	96.08	0	0	0
-23	-47.1	2005	25/07/2005	17.18	13.52	21.48	80.31	56.28	98.15	177.7	0	11.7
-23	-47.1	2005	25/08/2005	19.73	15.69	25.09	64.82	43	84.79	0.1	0	0.1
-23	-47.1	2005	25/09/2005	19.96	18.63	21.12	88.01	78.69	95.08	177.3	0.2	18.9
-23	-47.1	2005	25/10/2005	24.15	19.55	29.85	73.43	50.13	91.06	7.9	0	2.5
-23	-47.1	2005	25/11/2005	21.24	18.31	23.67	91.75	80.98	97.21	209.3	0	23.3
-23	-47.1	2005	25/12/2005	22.33	19.71	26.04	80.11	61.4	96.37	122.6	1	10
-23	-47.1	2005	26/01/2005	18.89	17.38	22.59	88.63	77.95	97.11	525.8	2.1	31.6
-23	-47.1	2005	26/02/2005	23.6	21.18	27.74	87.36	71.87	95.4	98.9	0.2	11.2
-23	-47.1	2005	26/03/2005	20.06	16.62	25.01	78.18	59.78	90.51	2.7	0	0.4
-23	-47.1	2005	26/04/2005	17.4	15.92	20.01	79.82	68.79	92.47	18.5	0.3	3.5
-23	-47.1	2005	26/05/2005	17.24	15.03	21	81.65	52.86	99.49	45.7	0	45.7
-23	-47.1	2005	26/06/2005	16.84	11.31	22.42	72.66	44.23	95.22	0	0	0
-23	-47.1	2005	26/07/2005	14.22	7.18	21.33	60.29	30.4	81.72	11.7	0	11.7
-23	-47.1	2005	26/08/2005	19.3	13.13	28.29	66.85	38.08	87.31	1	0	0.2
-23	-47.1	2005	26/09/2005	17.14	14.76	19.37	88.45	76.52	95.97	339.2	0.9	20.2
-23	-47.1	2005	26/10/2005	24.5	19.94	30.85	75.52	50.21	92.53	7.5	0	2.8
-23	-47.1	2005	26/11/2005	18.66	17.02	21.43	79.21	66.28	93.13	97.9	1.3	25
-23	-47.1	2005	26/12/2005	20.86	16.37	26.28	70.24	50.45	86.28	6.9	0	5.4
-23	-47.1	2005	27/01/2005	18.06	16.4	20.13	87.41	77.82	91.74	252.6	0	31.6
-23	-47.1	2005	27/02/2005	23.23	20.47	27.21	86.41	67.55	95.84	62.6	0	11.2
-23	-47.1	2005	27/03/2005	20.45	17.71	24.77	82.25	68.78	91.52	7.2	0	0.8
-23	-47.1	2005	27/04/2005	17.41	13.91	22.34	70.22	48.59	88.02	1.1	0	1.1
-23	-47.1	2005	27/05/2005	17.09	13.16	22.71	76.99	51.73	92.94	0	0	0
-23	-47.1	2005	27/06/2005	16.09	10.25	22.85	69.21	44.22	89.43	0	0	0
-23	-47.1	2005	27/07/2005	15.63	11.61	21.61	77.41	55.94	93.96	0	0	0
-23	-47.1	2005	27/08/2005	21.54	15.5	29.2	66.48	37.9	91.49	10.6	0	0.9
-23	-47.1	2005	27/09/2005	15.03	13.27	17.58	78.82	68.2	91.05	166.8	0	20.2
-23	-47.1	2005	27/10/2005	24.24	20.02	28.8	77.09	57	92.5	6.4	0	2
-23	-47.1	2005	27/11/2005	18.98	14.54	24.98	68.06	50.1	84.75	3.4	0	3.4
-23	-47.1	2005	27/12/2005	20.81	17.51	25.67	77.14	61.35	89.61	34.3	0	5.2
-23	-47.1	2005	28/01/2005	19.62	17.43	22.75	89.27	80.72	93.68	304.7	0.1	22.7
-23	-47.1	2005	28/02/2005	23.45	20.16	28.05	85.36	63.61	98.53	41.6	0	7.1
-23	-47.1	2005	28/03/2005	21.19	17.69	25.75	78.72	57.54	91.92	2.4	0	0.8
-23	-47.1	2005	28/04/2005	17.51	15.5	20.28	78.64	71.67	86.62	60.1	0	6.6
-23	-47.1	2005	28/05/2005	17.42	12.81	23.46	76.22	46.41	92.31	0	0	0
-23	-47.1	2005	28/06/2005	18.51	14.41	24.49	67.25	49.54	85.99	0	0	0
-23	-47.1	2005	28/07/2005	17.1	11.06	25.12	76.46	44.63	97.18	0	0	0
-23	-47.1	2005	28/08/2005	24.1	17.51	31.8	53.21	25.39	80.46	0.9	0	0.9
-23	-47.1	2005	28/09/2005	16.35	12.73	21.74	72.28	53.67	85.43	10.3	0	10.3
-23	-47.1	2005	28/10/2005	24.64	20.54	30.9	80.24	51.5	97.38	70.6	0.2	12.1
-23	-47.1	2005	28/11/2005	20.4	14.95	26.51	68.58	56.11	81.98	1.9	0	0.3
-23	-47.1	2005	28/12/2005	20.78	16.28	25.96	70.62	47.7	87.89	6	0	5.2
-23	-47.1	2005	29/01/2005	21.24	18.5	24.67	86.74	73.82	94.09	58.7	0	22.7
-23	-47.1	2005	29/03/2005	22.04	17.97	26.88	78.84	59.25	93.23	0.9	0	0.2
-23	-47.1	2005	29/04/2005	19.13	15.56	23.7	81.47	61.81	94.2	10.6	0	6.6
-23	-47.1	2005	29/05/2005	17.53	11.45	24.89	77.91	58.29	89.54	0	0	0
-23	-47.1	2005	29/06/2005	19.75	14.44	25.82	77.94	54.77	94.7	6.2	0	0.4
-23	-47.1	2005	29/07/2005	18.73	12.22	26.47	68.44	36.41	91.64	0	0	0
-23	-47.1	2005	29/08/2005	25.58	19.81	33.04	39.72	22.85	54.26	0	0	0
-23	-47.1	2005	29/09/2005	18.47	13.36	25.18	68.54	43.88	87.8	0	0	0
-23	-47.1	2005	29/10/2005	21.21	18.18	25.57	91.45	69.87	97.91	130.9	0	19.6
-23	-47.1	2005	29/11/2005	22.12	18.58	27.01	78.31	63.49	87.15	27.5	0	3.6
-23	-47.1	2005	29/12/2005	21	15.63	26.66	71.24	53.57	87.84	3.3	0	0.4
-23	-47.1	2005	30/01/2005	22.31	19.2	27.17	83.89	66.5	94.24	44.5	0.1	6.6
-23	-47.1	2005	30/03/2005	22.87	17.95	27.78	75.51	53.86	93.38	1.5	0	0.2
-23	-47.1	2005	30/04/2005	18.57	16.61	21.49	80.65	59.72	97.68	204.4	0.1	10.6
-23	-47.1	2005	30/05/2005	19.61	14.05	25.02	77.04	55.8	93.03	0	0	0
-23	-47.1	2005	30/06/2005	20.73	16.77	25.55	78.26	58.18	91.66	2.1	0	0.4
-23	-47.1	2005	30/07/2005	19.38	12.24	25.9	58.2	31.37	84.64	0	0	0
-23	-47.1	2005	30/08/2005	26.62	21.51	33.33	36.16	21.28	49.25	0	0	0
-23	-47.1	2005	30/09/2005	19.99	14.13	26.59	71.33	49.82	87.7	0	0	0
-23	-47.1	2005	30/10/2005	18.27	17.14	20	86.07	75.57	89.87	139.7	0.2	19.9
-23	-47.1	2005	30/11/2005	22.05	20.69	24.15	85.15	77.68	93.27	66.7	0	9.6
-23	-47.1	2005	30/12/2005	22.97	18.42	28.04	74.09	57.81	89.21	6	0	1.2
-23	-47.1	2005	31/01/2005	22.32	18.25	27.27	75.28	55.84	91.44	8.2	0	6.6
-23	-47.1	2005	31/03/2005	23.12	19.71	27.59	78.05	54.95	94.74	1.9	0	0.2
-23	-47.1	2005	31/05/2005	19.77	15.19	25.29	79.5	57.89	94.67	1.5	0	0.3
-23	-47.1	2005	31/07/2005	18.57	11.28	26.22	61.55	33.06	88.78	0	0	0
-23	-47.1	2005	31/08/2005	25.46	19.5	32.93	43.67	23.95	68	0	0	0
-23	-47.1	2005	31/10/2005	18.59	16.57	22.36	84.63	70.91	95.7	82	0.7	15.5
-23	-47.1	2005	31/12/2005	22.83	19.3	27.15	79.27	62.66	91.05	61.4	0	6
-9.7	-62.7	2001	01/01/2001	24.83	22.73	28.03	92.14	82.19	98.32	96.2	0	7.9
-9.7	-62.7	2001	01/02/2001	23.17	21.6	24.81	91.06	76.78	100	120.7	0	13
-9.7	-62.7	2001	01/03/2001	23.39	21.46	26.26	95.36	88.43	100	163.2	0	15.4
-9.7	-62.7	2001	01/04/2001	24.67	22.55	29.06	90.69	73.89	98.55	53.3	0	10.4
-9.7	-62.7	2001	01/05/2001	25.96	22.21	30.43	85.69	59.58	99.46	4	0	1
-9.7	-62.7	2001	01/06/2001	24.46	21.8	28.91	90.43	71.22	99.63	17.1	0	2.7
-9.7	-62.7	2001	01/07/2001	25.64	21.87	31.23	80.33	53.64	99.03	10.6	0	1.8
-9.7	-62.7	2001	01/08/2001	26.13	20	32.86	68.44	33.18	94.68	0	0	0
-9.7	-62.7	2001	01/09/2001	26.81	23.47	32.07	81.75	54.69	98.09	76.5	0	9.9
-9.7	-62.7	2001	01/10/2001	26.9	22.47	32.83	78.64	52.67	97.96	1.6	0	0.3
-9.7	-62.7	2001	01/11/2001	25.3	22.53	30.44	88.56	64.68	99.58	88.8	0	14.6
-9.7	-62.7	2001	01/12/2001	24.38	23.05	27.22	95.94	89.04	100	194.3	0.5	22.7
-9.7	-62.7	2001	02/01/2001	25.23	23.26	29.26	90.39	73.15	99.1	22.9	0	7.9
-9.7	-62.7	2001	02/02/2001	24.1	20.99	29.37	89.74	63.82	100	101.2	0	13
-9.7	-62.7	2001	02/03/2001	24.22	22.14	29.92	91.43	65.11	99.7	82.4	0.1	15.5
-9.7	-62.7	2001	02/04/2001	24.27	22.24	28.19	93.68	80.37	100	231.5	0	17.3
-9.7	-62.7	2001	02/05/2001	25.07	22.79	28.72	90.07	72.6	99.46	81.7	0	12.4
-9.7	-62.7	2001	02/06/2001	24.03	21.9	27.79	93.56	81.31	99.58	22.3	0	3.5
-9.7	-62.7	2001	02/07/2001	24.54	22.64	27.32	92.94	80.98	99.64	58.1	0	6.6
-9.7	-62.7	2001	02/08/2001	27.09	20.63	34.26	58.82	27.74	86.8	0	0	0
-9.7	-62.7	2001	02/09/2001	24.88	22.68	27.64	94.25	87.56	99.4	79.1	0	9.9
-9.7	-62.7	2001	02/10/2001	27.27	23.31	33.25	78.95	50.04	95.05	13.1	0	2.6
-9.7	-62.7	2001	02/11/2001	24.79	22.17	30.46	87.88	64.95	99.15	29	0	14.6
-9.7	-62.7	2001	02/12/2001	23.38	22.5	24.77	98.43	93.32	100	153.1	0	22.7
-9.7	-62.7	2001	03/01/2001	24.96	22.94	29.15	88.24	68.48	98.62	43.2	0	9.3
-9.7	-62.7	2001	03/02/2001	24.54	21.36	29.64	87.75	62.04	100	103.8	2.7	16
-9.7	-62.7	2001	03/03/2001	24.89	21.14	31.22	88.43	58.19	99.94	55.6	0.1	7.1
-9.7	-62.7	2001	03/04/2001	24.57	22.12	27.91	90.64	74.28	99.39	58.3	0	17.3
-9.7	-62.7	2001	03/05/2001	25.01	22.11	30.27	90.63	66.94	99.64	20.3	0	12.4
-9.7	-62.7	2001	03/06/2001	23.82	21.99	26.59	94.06	84.36	99.64	62	0.4	8.3
-9.7	-62.7	2001	03/07/2001	24.77	22.28	29.32	89.45	65.82	99.58	14.4	0	6.6
-9.7	-62.7	2001	03/08/2001	26.94	20.95	33.56	54.67	28.59	79.19	0	0	0
-9.7	-62.7	2001	03/09/2001	24.78	22.49	28.57	93.87	77.5	99.64	81.3	0	12.3
-9.7	-62.7	2001	03/10/2001	27.04	23.7	32.07	81.74	55.55	99.46	11.3	0	2.6
-9.7	-62.7	2001	03/11/2001	25.19	22.35	30.94	87.13	59.31	98.91	15.7	0	2.7
-9.7	-62.7	2001	03/12/2001	25.13	22.24	30.98	88.43	63.5	99.64	25.1	0	14.1
-9.7	-62.7	2001	04/01/2001	23.54	22.32	24.73	94.58	87.82	100	56.4	0	9.3
-9.7	-62.7	2001	04/02/2001	24.59	21.8	29.18	89.17	68.03	99.21	41.8	0	6.7
-9.7	-62.7	2001	04/03/2001	25.69	22.81	28.95	89.04	73.4	99.52	86.2	0	9.3
-9.7	-62.7	2001	04/04/2001	24.4	21.94	27.94	92.91	78.95	99.7	147.2	0	15.9
-9.7	-62.7	2001	04/05/2001	25.96	23.41	30.43	89.36	66.17	99.64	16.5	0	2.4
-9.7	-62.7	2001	04/06/2001	23.62	21.68	27.5	93.68	79.03	99.57	60	1.8	8.3
-9.7	-62.7	2001	04/07/2001	24.89	21.4	29.84	85.3	57.57	99.58	4.7	0	1.4
-9.7	-62.7	2001	04/08/2001	27.03	22.17	34.47	48.08	22.73	67.05	0	0	0
-9.7	-62.7	2001	04/09/2001	24.37	22.67	27.7	93.98	78.35	100	93.5	0	12.4
-9.7	-62.7	2001	04/10/2001	27.31	22.68	32.99	77.64	48.21	99.34	2.7	0	1.3
-9.7	-62.7	2001	04/11/2001	26.11	22.7	31.16	85.43	60.48	97.13	45.7	0	7.7
-9.7	-62.7	2001	04/12/2001	26.09	22.64	30.67	85.49	61.61	99.28	13.6	0	1.9
-9.7	-62.7	2001	05/01/2001	23.44	21.82	26.12	94.79	78.17	100	161.3	0	11.8
-9.7	-62.7	2001	05/02/2001	24.92	21.48	30.74	86.16	57.51	99.7	32	0	5.7
-9.7	-62.7	2001	05/03/2001	25.67	23.04	30.85	88.03	64.18	99.34	37.3	0	9.3
-9.7	-62.7	2001	05/04/2001	25.59	22.45	30.75	87.26	67.42	99.03	20.6	0	15.9
-9.7	-62.7	2001	05/05/2001	24.81	22.4	27.23	80.29	67.47	89.37	9.2	0	2.4
-9.7	-62.7	2001	05/06/2001	24.05	21.53	28.2	92.05	70.22	99.7	57.6	0.8	5.7
-9.7	-62.7	2001	05/07/2001	25.23	21.63	30.64	84.88	56.61	99.45	11.9	0	3.7
-9.7	-62.7	2001	05/08/2001	27.12	21.93	33.17	51.92	29.11	76.8	0	0	0
-9.7	-62.7	2001	05/09/2001	26.02	22.48	31.68	83.55	57.04	97.36	12.7	0	6.2
-9.7	-62.7	2001	05/10/2001	27.47	22.74	33.27	78.19	47.27	96.85	43.7	0	3.3
-9.7	-62.7	2001	05/11/2001	25.18	22.21	29.46	91.75	74.91	100	220.2	0	19
-9.7	-62.7	2001	05/12/2001	25.4	23.67	28.58	88.83	73.2	99.34	67.8	0	13.9
-9.7	-62.7	2001	06/01/2001	24	22.29	26.24	95.5	87.46	100	161.6	0	15
-9.7	-62.7	2001	06/02/2001	25.86	21.98	31.42	82.91	55.06	98.31	9.2	0	5.3
-9.7	-62.7	2001	06/03/2001	25.42	23.1	29.91	88.17	65.55	98.32	29	0	5.9
-9.7	-62.7	2001	06/04/2001	26.07	22.7	30.77	86.71	62.18	99.46	21	0	3.5
-9.7	-62.7	2001	06/05/2001	24.93	22.5	28.88	77.38	61.91	87.95	2.6	0	0.6
-9.7	-62.7	2001	06/06/2001	24.3	21.99	28.46	92.29	72.19	99.51	16.8	0	5.7
-9.7	-62.7	2001	06/07/2001	24.95	21.41	31.17	85.15	54.56	97.05	5.3	0	3.7
-9.7	-62.7	2001	06/08/2001	27.12	21.63	33.92	56.4	29.02	79.14	0	0	0
-9.7	-62.7	2001	06/09/2001	25.84	22.07	30.76	86.07	62.71	98.79	119.5	0	9.4
-9.7	-62.7	2001	06/10/2001	28.22	23.04	33.89	71.96	41.43	94.33	3.7	0	3.3
-9.7	-62.7	2001	06/11/2001	26.12	21.96	31.68	85.06	60.09	99.7	24.2	0	19
-9.7	-62.7	2001	06/12/2001	24.53	22.52	28.18	95.08	83.1	100	105.8	0	14.3
-9.7	-62.7	2001	07/01/2001	24.86	22.49	29.3	87.7	61.39	99.52	47	0	15
-9.7	-62.7	2001	07/02/2001	26.18	22.92	30.94	85.09	57.91	98.27	16.2	0	2.1
-9.7	-62.7	2001	07/03/2001	25.53	22.3	31.41	88.85	61.13	100	77.8	0	5.4
-9.7	-62.7	2001	07/04/2001	24.83	23	27.83	94.08	80.71	98.98	163.7	0.3	16.3
-9.7	-62.7	2001	07/05/2001	25.42	22.45	28.86	83.3	63.59	94.73	3.8	0	0.5
-9.7	-62.7	2001	07/06/2001	24.84	21.15	29.82	88.99	67.4	99.63	3.4	0	2
-9.7	-62.7	2001	07/07/2001	25.48	21.72	30.49	81.98	55.97	98.79	1.7	0	0.4
-9.7	-62.7	2001	07/08/2001	27.2	20.58	34.79	52.32	22.54	74.18	0	0	0
-9.7	-62.7	2001	07/09/2001	25.54	22.87	30.42	89.27	67.05	99.4	48.7	0	11.7
-9.7	-62.7	2001	07/10/2001	28.42	23.33	34.26	68.2	40.03	92.54	1.3	0	0.3
-9.7	-62.7	2001	07/11/2001	27.85	23.22	32.94	79.79	52.17	99.58	2.7	0	0.8
-9.7	-62.7	2001	07/12/2001	25.86	22.8	31.02	86.85	60.2	99.58	29.3	0	11.1
-9.7	-62.7	2001	08/01/2001	25.88	22.49	30.21	83.78	63.69	98.13	27	0	5.2
-9.7	-62.7	2001	08/02/2001	26.13	22.37	30.83	84.04	59.85	99.52	8.8	0	2.1
-9.7	-62.7	2001	08/03/2001	25.25	23.36	28.49	91.97	77.95	99.58	83.3	0	14.4
-9.7	-62.7	2001	08/04/2001	24.83	22.32	29.19	91.21	72.74	99.64	144.4	0	16.3
-9.7	-62.7	2001	08/05/2001	25.87	22.6	29.66	84.91	64.2	97.07	5.9	0	0.8
-9.7	-62.7	2001	08/06/2001	24.85	21.35	28.93	87.08	64.98	99.57	6.7	0	1
-9.7	-62.7	2001	08/07/2001	25.37	22.49	30.64	84.36	57.14	99.52	4.2	0	0.7
-9.7	-62.7	2001	08/08/2001	27.11	21.29	34.42	46.65	23.78	70.21	0	0	0
-9.7	-62.7	2001	08/09/2001	25.86	22.87	31.2	86.14	59.69	99.58	8.3	0	6.7
-9.7	-62.7	2001	08/10/2001	28.55	23.83	34.42	69.33	44.5	88.82	1.4	0	0.3
-9.7	-62.7	2001	08/11/2001	27.16	24.33	31.71	84.26	61.57	97.84	33.9	0	8.9
-9.7	-62.7	2001	08/12/2001	24.91	22.69	28.25	91.86	76.71	100	259.2	0	17.4
-9.7	-62.7	2001	09/01/2001	23.51	22.23	25.3	98.42	92.06	100.06	332.1	1.3	22.2
-9.7	-62.7	2001	09/02/2001	26.03	23.29	30.29	84.56	61.66	99.22	29.1	0	5.9
-9.7	-62.7	2001	09/03/2001	24.66	22.19	28.4	92.55	77.69	99.46	79.9	0	14.4
-9.7	-62.7	2001	09/04/2001	25.83	22.79	31.1	88.85	61.02	99.52	15	0	9.1
-9.7	-62.7	2001	09/05/2001	25.7	23.46	28.8	89.43	73.07	98.86	20	0	2.9
-9.7	-62.7	2001	09/06/2001	25.17	21.58	29.77	87.13	65.72	99.7	3.8	0	1
-9.7	-62.7	2001	09/07/2001	25.14	22.42	29.31	85.57	60.68	99.58	6.3	0	1.1
-9.7	-62.7	2001	09/08/2001	27.14	20.94	34.67	49.86	23.84	71.73	0	0	0
-9.7	-62.7	2001	09/09/2001	26.38	22.92	31.61	84.6	59.93	98.74	3.4	0	0.7
-9.7	-62.7	2001	09/10/2001	28.43	24.25	35.7	72.62	37.74	90.38	9.2	0	1.9
-9.7	-62.7	2001	09/11/2001	25.99	23.42	31.35	88.04	54.87	100	56.9	0	9
-9.7	-62.7	2001	09/12/2001	25.32	22.41	29.92	90.72	70.93	100	185	0	17.4
-9.7	-62.7	2001	10/01/2001	24.43	22.24	28.23	90.39	67.38	100	89.3	0.1	22.9
-9.7	-62.7	2001	10/02/2001	25.52	22.85	29.7	87.5	69.12	98.32	84.5	0	8
-9.7	-62.7	2001	10/03/2001	25.14	22.91	29.85	88.97	63.15	98.14	55.8	0	10
-9.7	-62.7	2001	10/04/2001	24.4	21.92	27.04	92.91	82.34	99.39	52.9	0	4
-9.7	-62.7	2001	10/05/2001	25.21	22.55	28.65	92.01	79.86	99.64	25.1	0	4
-9.7	-62.7	2001	10/06/2001	25.53	21.9	30.4	85.07	56.61	99.51	2	0	0.5
-9.7	-62.7	2001	10/07/2001	24.77	22.13	30.19	86.83	58.59	99.51	7.3	0	1.2
-9.7	-62.7	2001	10/08/2001	27.16	20.45	34.89	48.01	22.29	70.86	0	0	0
-9.7	-62.7	2001	10/09/2001	27.03	22.87	32.94	82.9	51.79	98.56	4.3	0	0.7
-9.7	-62.7	2001	10/10/2001	26.13	22.8	31.51	86.89	60.33	99.28	417	2.3	19
-9.7	-62.7	2001	10/11/2001	26.51	22.86	31.59	83.42	58.92	96.74	51.9	0	3.8
-9.7	-62.7	2001	10/12/2001	25.54	22.64	30.11	88.05	69.83	97.61	46.1	0.2	14.6
-9.7	-62.7	2001	11/01/2001	24.19	22.04	28.39	92.89	74.42	100	125.5	0	13.8
-9.7	-62.7	2001	11/02/2001	25.75	23.03	29.71	89.52	68.92	99.22	128.4	0	15.2
-9.7	-62.7	2001	11/03/2001	24.9	22.08	29.78	87.97	64.97	98.73	27	0	8.1
-9.7	-62.7	2001	11/04/2001	25.11	22.81	30.13	90.13	63.99	99.64	16.6	0	4
-9.7	-62.7	2001	11/05/2001	24.65	22.99	27.81	94.97	85.39	99.4	44.5	0.1	5.9
-9.7	-62.7	2001	11/06/2001	25.26	20.97	29.96	80.37	53.52	98.17	0.3	0	0.3
-9.7	-62.7	2001	11/07/2001	25.02	21.64	29.69	84.24	58.62	99.51	4	0	1.2
-9.7	-62.7	2001	11/08/2001	27.28	20.92	35.58	42.97	21.83	60.98	0	0	0
-9.7	-62.7	2001	11/09/2001	26.65	23.19	31.81	86.05	57.35	97.29	35.1	0	3.2
-9.7	-62.7	2001	11/10/2001	27	23.68	32.49	84.85	56.38	99.22	98.9	0	19
-9.7	-62.7	2001	11/11/2001	26.93	23.32	32.55	82.61	54.18	96.97	22	0.2	3.9
-9.7	-62.7	2001	11/12/2001	25.73	22.82	30.47	89.79	66.14	100	52	0.2	4.8
-9.7	-62.7	2001	12/01/2001	24.52	21.82	28.77	88.13	61.17	100	96	0.3	14
-9.7	-62.7	2001	12/02/2001	25.55	23.03	30.09	88.91	63.81	99.64	50.5	0	15.4
-9.7	-62.7	2001	12/03/2001	24.44	22.51	26.94	93.7	84.24	100	103.2	0	8.5
-9.7	-62.7	2001	12/04/2001	25.45	22.42	30.81	89.61	64.13	99.64	22.4	0	3.9
-9.7	-62.7	2001	12/05/2001	23.98	21.91	27.33	94.39	81.08	100	57.6	0.4	6.8
-9.7	-62.7	2001	12/06/2001	25.24	20.58	30.61	79.53	44.62	94.63	0	0	0
-9.7	-62.7	2001	12/07/2001	25.55	21.93	30.96	84.26	55.28	99.51	7.7	0	1.4
-9.7	-62.7	2001	12/08/2001	27.83	21.27	34.73	53.96	27.61	79.11	0	0	0
-9.7	-62.7	2001	12/09/2001	26.3	22.78	31.36	86.79	63.03	98.51	21.1	0.1	3.2
-9.7	-62.7	2001	12/10/2001	25.53	23.33	28.78	90.47	76.32	97.8	94	0.5	10.2
-9.7	-62.7	2001	12/11/2001	27.54	23.37	32.44	82.43	57.89	99.58	3.5	0	2.2
-9.7	-62.7	2001	12/12/2001	26.29	23.45	30.76	88.32	66.84	99.4	32	0	5.8
-9.7	-62.7	2001	13/01/2001	24.02	22.36	28.69	91.16	70.79	97.48	163.5	0	20.7
-9.7	-62.7	2001	13/02/2001	24.23	22.42	27.82	93.31	79.09	100	354.2	0	31.4
-9.7	-62.7	2001	13/03/2001	24.96	23.02	28.37	89.31	74.01	99.1	12.3	0	8.5
-9.7	-62.7	2001	13/04/2001	25.44	22.94	28.99	90.76	73.36	99.76	24.3	0	3.9
-9.7	-62.7	2001	13/05/2001	24.48	22.27	28.85	91.41	70.95	98.85	18.3	0	6.8
