iteration.end	Min.end	ED50.end	Threshold_RH.end	virulence.end	cadaver_longevity.end	sporu_cada_longevity.end	infected_immigrants.end	LTimmigrants.end	LTAdult.end	LTNymph.end	immunity_cost.end	d_cadaver.sum	density.sum
NA												NA	NA
1287	23	800	88	0.641872	91	207	0.103449	55	83	67	0.0748088	4.51983	1600.94
1288	14	813	74	0.513664	112	210	0.66573	52	145	162	0.542724	7.22219	1114.78
1289	25	765	85	0.439928	55	44	0.591652	65	151	134	0.223404	1.04021	1637.6
1290	20	757	81	0.318194	94	176	0.487418	46	114	94	0.397301	5.07446	868.344
1291	23	750	80	0.275748	65	131	0.23045	82	150	128	0.561311	2.85515	1124.76
1292	14	815	70	0.386063	115	199	0.345979	34	125	164	0.318944	7.35007	1067.43
1293	16	814	82	0.218968	72	143	0.319146	33	111	129	0.519977	2.53571	1213.71
1294	25	791	79	0.681432	127	157	0.533052	46	166	169	0.384341	9.3304	1368.33
1295	13	769	88	0.635677	121	93	0.144269	99	143	179	0.210766	1.26346	872.752
1296	12	771	82	0.668609	88	228	0.241192	47	90	78	0.114243	4.54977	745.948
1297	26	817	72	0.927109	124	242	0.255125	67	98	155	0.35535	44.9632	1692.47
1298	11	783	77	0.785322	68	142	0.694532	53	119	89	0.601633	4.81849	787.826
1299	20	763	78	0.404115	86	115	0.497043	44	144	112	0.341142	3.98251	974.636
1300	18	747	85	0.61846	68	105	0.448299	86	175	141	0.131717	1.91238	780.526
1301	23	800	89	0.542305	84	240	0.667823	42	156	90	0.728398	8.43108	1647.08
1302	13	798	83	0.600374	78	82	0.100543	68	115	132	0.249318	0.832279	984.491
1303	24	795	80	0.302219	82	80	0.500232	90	117	75	0.333613	2.22584	1591.57
1304	19	785	83	0.450173	85	153	0.595168	78	140	86	0.57044	3.61764	1107.56
1305	21	784	92	0.792853	124	168	0.427365	58	94	108	0.201948	1.0718	1232.64
1306	18	833	75	0.643613	92	134	0.129411	84	155	111	0.304209	3.37215	1535.75
1307	17	775	90	0.436652	125	168	0.647055	87	109	74	0.659261	0.391728	946.193
1308	15	767	92	0.887955	129	89	0.354936	83	80	158	0.509358	0.126125	834.859
1309	16	772	90	0.689127	98	81	0.699145	59	68	61	0.382322	0.345535	913.45
1310	19	791	82	0.755901	74	79	0.349576	65	142	74	0.389875	2.0273	1145.86
1311	12	750	76	0.782887	121	239	0.293533	64	151	60	0.678363	13.4542	725.961
1312	26	773	85	0.700191	72	233	0.607087	56	150	149	0.327648	10.8255	1642.73
1313	24	805	90	0.655533	75	129	0.217208	30	143	133	0.507617	1.13539	1807.43
1314	24	832	85	0.583867	128	105	0.653771	37	126	62	0.420155	4.73731	2000.98
1315	17	838	84	0.364635	102	97	0.380064	47	76	127	0.254459	1.99363	1426.52
1316	26	774	77	0.89788	59	173	0.681936	58	135	140	0.24505	14.5532	1284.96
1317	12	787	84	0.812489	64	91	0.206662	92	108	83	0.468143	1.07622	849.081
1318	13	829	72	0.271258	66	236	0.594864	38	172	62	0.524235	6.52681	1187.34
1319	21	831	75	0.552365	94	226	0.247582	32	121	80	0.005483	14.2058	1562.48
1320	21	787	89	0.305326	124	178	0.108713	57	70	130	0.0321606	3.16536	1268.15
1321	10	757	82	0.559608	96	140	0.611179	58	66	105	0.736263	2.93255	627.193
1322	24	768	71	0.882986	112	122	0.372096	35	119	114	0.26389	14.9036	730.542
1323	22	767	92	0.47702	83	224	0.169132	32	175	76	0.547114	1.78505	1360.05
1324	13	812	79	0.833396	85	132	0.120885	80	145	149	0.52708	2.29834	1001.47
1325	19	794	70	0.918072	78	234	0.134602	88	120	145	0.6443	10.3967	1111
1326	18	829	80	0.475108	70	242	0.653058	43	80	146	0.712017	6.53444	1347.06
1327	10	837	77	0.552927	90	150	0.500658	71	107	98	0.700209	3.92965	1023.83
1328	19	825	84	0.586851	123	65	0.162817	73	169	134	0.627285	1.25475	1539.43
1329	23	808	74	0.51086	111	107	0.167519	74	141	145	0.240282	3.74778	1663.88
1330	26	834	73	0.405292	105	143	0.161115	30	82	85	0.161136	8.00306	2184.18
1331	26	752	85	0.465428	108	210	0.404467	91	173	179	0.206948	7.11578	1548.91
1332	19	768	73	0.207424	69	128	0.180386	85	89	118	0.188103	2.41183	983.127
1333	16	838	76	0.258548	126	87	0.393606	88	155	67	0.00993052	2.24509	1469.07
1334	11	769	92	0.710718	92	84	0.600559	38	127	123	0.104101	0.243099	764.125
1335	20	758	72	0.50345	117	73	0.15718	99	68	141	0.28198	1.86332	929.316
1336	22	835	73	0.57495	54	128	0.53406	90	177	86	0.339804	4.64564	1984.34
1337	12	812	88	0.660788	59	45	0.525039	91	67	124	0.492921	0.442438	1089.91
1338	11	818	79	0.235807	84	67	0.686781	63	91	95	0.455685	1.38533	1014.43
1339	21	827	82	0.597553	105	106	0.26694	74	174	124	0.513684	2.64357	1712.73
1340	21	782	75	0.787086	111	196	0.1556	39	147	174	0.634121	9.10692	1128.6
1341	22	796	84	0.863072	76	40	0.117479	30	101	151	0.505838	0.784507	1293.77
1342	26	808	88	0.745522	127	52	0.48853	67	158	171	0.335238	1.81226	1989.2
1343	25	771	82	0.759878	84	165	0.46224	68	127	128	0.328197	7.10028	1313.05
1344	18	763	94	0.616485	71	99	0.357064	80	69	65	0.559345	0.000678498	1004.73
1345	10	803	74	0.682661	120	231	0.565411	38	166	114	0.730569	10.7402	882.389
1346	24	756	77	0.844072	129	77	0.692536	73	159	65	0.722935	6.49929	1110.7
1347	14	770	83	0.321002	58	54	0.337227	56	153	173	0.683568	0.830275	942.214
1348	11	793	91	0.507287	54	152	0.663485	61	146	92	0.583249	0.0433604	912.502
1349	10	767	70	0.374733	111	119	0.305729	40	154	87	0.768621	3.45133	677.33
1350	12	761	94	0.723966	61	197	0.326236	51	172	172	0.203682	9.2667e-15	754.418
1351	11	755	86	0.482011	81	182	0.245448	47	65	77	0.352991	3.12517	728.102
1352	10	841	84	0.712922	97	163	0.45275	49	177	129	0.14794	2.726	1131.58
1353	19	800	83	0.379922	86	223	0.515968	57	74	159	0.0512804	5.53932	1350.76
1354	19	762	82	0.856743	79	220	0.613628	86	171	147	0.0345677	5.79547	865.211
1355	12	765	87	0.668805	119	187	0.669416	62	178	141	0.0706406	3.89797	747.5
1356	23	836	78	0.490406	114	191	0.360644	72	81	70	0.0673773	9.21461	1920.6
1357	25	819	93	0.224477	87	193	0.633856	33	90	161	0.149681	1.62776	1934.75
1358	18	815	77	0.44494	118	83	0.625719	33	95	121	0.540008	3.42112	1280.11
1359	18	753	91	0.941522	97	75	0.55437	81	128	109	0.0590221	0.328479	903.216
1360	13	834	70	0.234026	88	147	0.515347	53	89	156	0.782166	3.91433	1146.7
1361	14	799	91	0.498148	107	108	0.369464	40	102	157	0.652182	0.234281	1047.54
1362	24	836	74	0.446523	67	163	0.131259	37	92	175	0.300682	4.95011	2098.6
1363	22	749	80	0.817215	71	142	0.536993	84	123	96	0.081357	5.45753	858.268
1364	11	786	81	0.90702	92	130	0.508594	87	133	176	0.407458	2.29301	923.101
1365	16	762	88	0.417409	62	52	0.41783	62	99	66	0.247811	0.874209	850.337
1366	17	772	78	0.209249	99	203	0.115997	63	61	141	0.350408	3.59393	925.789
1367	20	795	84	0.32458	93	46	0.232794	43	66	125	0.158306	1.02841	1328.7
1368	11	772	76	0.263545	112	214	0.23849	55	76	80	0.501352	5.51814	704.558
1369	15	752	79	0.752689	58	70	0.405155	70	93	67	0.714719	1.68951	695.544
1370	12	750	93	0.581111	118	217	0.253991	82	79	152	0.171436	0.0633631	788.141
1371	17	801	93	0.240718	76	79	0.275475	67	95	138	0.24311	0.0562092	1204.25
1372	19	810	84	0.870995	59	230	0.671606	81	64	113	0.775262	4.81081	1239.1
1373	21	812	74	0.35701	63	83	0.526865	49	71	85	0.511805	2.86776	1508.64
1374	18	799	84	0.276989	116	130	0.270601	49	94	178	0.611065	2.9432	1256.63
1375	13	820	79	0.633171	108	58	0.438176	46	142	102	0.126098	1.69347	1136.9
1376	17	784	88	0.875542	95	145	0.684393	87	114	139	0.417588	3.07092	1041.51
1377	10	759	89	0.831274	76	54	0.222237	93	73	137	0.218822	0.616547	714.434
1378	11	829	93	0.763936	72	221	0.479155	88	123	165	0.124984	1.9635e-11	1025.68
1379	26	835	76	0.868862	106	61	0.494057	61	82	82	0.716286	5.20174	1990.18
1380	14	822	74	0.508719	62	193	0.276765	59	161	93	0.799596	4.72433	1191.44
1381	16	819	86	0.464048	113	170	0.140875	70	174	84	0.577198	2.37708	1323.65
1382	13	799	93	0.75349	93	158	0.540507	36	99	166	0.655887	0.0879955	995.666
1383	14	781	83	0.623684	67	107	0.414575	51	70	98	0.603672	2.08909	889.643
1384	22	842	90	0.534046	122	206	0.482662	98	106	146	0.754305	0.461058	1930.6
1385	16	774	72	0.890665	99	195	0.615601	34	158	166	0.720255	13.1332	690.1
1386	22	784	72	0.914269	95	165	0.588894	93	142	96	0.629574	13.5122	1144.57
1387	10	793	74	0.807673	89	133	0.463145	39	90	156	0.0170474	4.59681	790.726
1388	14	785	71	0.233305	90	92	0.239917	57	78	85	0.0576669	2.19053	989.428
1389	10	748	73	0.341457	100	154	0.634049	52	152	97	0.703045	4.06712	620.62
1390	13	747	81	0.854853	86	227	0.696098	77	165	118	0.380428	5.29469	662.215
1391	22	789	80	0.905459	101	247	0.261738	99	78	157	0.153603	9.60749	1314.24
1392	10	786	91	0.432661	68	160	0.661395	78	163	96	0.322305	0.00878817	848.137
1393	11	750	81	0.873672	78	87	0.311921	86	112	126	0.216271	1.43117	683.924
1394	13	841	79	0.615844	103	183	0.548045	59	79	103	0.60703	5.58503	1292.28
1395	11	840	71	0.44891	96	90	0.637286	83	178	169	0.574269	1.96469	1236.89
1396	17	840	79	0.358287	69	162	0.102849	73	158	77	0.277617	2.33281	1409.47
1397	15	783	74	0.256903	121	128	0.146433	73	89	151	0.66936	2.52803	924.692
1398	22	831	80	0.239225	67	50	0.431151	95	161	106	0.663302	1.02584	1959.22
1399	17	789	84	0.938776	120	96	0.302671	72	173	169	0.695901	2.51745	1160.99
1400	15	757	92	0.852274	116	230	0.359342	36	161	95	0.752307	1.12877	823.672
1401	21	755	90	0.745958	101	202	0.187052	43	63	82	0.589276	1.40768	973.659
1402	10	803	75	0.336356	109	76	0.280632	34	110	158	0.594557	1.75892	867.961
1403	11	770	87	0.596374	65	156	0.597499	53	155	168	0.112386	2.36693	756.835
1404	19	778	93	0.916146	65	47	0.632439	65	93	75	0.440119	0.185047	1139.69
1405	26	785	92	0.866516	109	179	0.33307	64	139	102	0.284945	2.07929	1826.48
1406	17	788	89	0.227837	70	134	0.177739	59	176	159	0.00147804	1.85669	1081.02
1407	15	754	76	0.248674	84	222	0.321215	58	136	104	0.198943	5.44608	782.627
1408	15	807	85	0.872918	102	149	0.19792	52	103	99	0.362265	2.60198	1071.5
1409	12	827	94	0.878438	107	44	0.192812	37	149	179	0.706436	2.70265e-7	1203.64
1410	21	821	89	0.57213	89	74	0.215688	91	168	110	0.208531	1.30395	1607.97
1411	13	811	76	0.289479	120	178	0.50279	70	171	114	0.660558	4.71945	1058.33
1412	14	753	84	0.2417	107	248	0.366848	42	162	70	0.233486	6.13289	801.338
1413	13	806	85	0.245008	104	192	0.385549	93	64	152	0.696137	2.72958	1091.04
1414	15	797	80	0.772106	88	140	0.37803	79	132	79	0.0766971	3.37514	933.179
1415	23	799	74	0.604513	101	183	0.140049	98	141	144	0.687325	6.1211	1464.9
1416	12	839	74	0.908878	56	186	0.375507	46	170	73	0.52101	6.31813	1170.17
1417	24	840	85	0.813855	91	68	0.122027	75	146	70	0.0455207	1.41951	1974.92
1418	26	811	70	0.292804	68	135	0.259453	44	165	104	0.617551	5.88684	2013.59
1419	10	837	73	0.591643	107	82	0.592055	69	170	144	0.531747	2.08107	1066.95
1420	20	798	85	0.731683	89	213	0.467081	54	72	150	0.197093	6.07733	1264.72
1421	13	831	70	0.531783	58	167	0.119489	55	75	63	0.136386	4.23117	1136.56
1422	10	829	78	0.84843	110	53	0.44982	70	105	160	0.569367	1.33246	1104.03
1423	23	830	70	0.608056	73	144	0.338754	49	77	126	0.21232	8.53437	1682.67
1424	23	804	73	0.929285	59	57	0.603241	39	76	139	0.367627	2.86768	1278.48
1425	22	788	75	0.938571	79	183	0.186448	34	172	74	0.235699	17.4565	981.023
1426	21	782	92	0.758725	68	138	0.234717	41	119	137	0.325478	0.847138	1265.06
1427	16	759	83	0.266522	71	117	0.419358	71	130	123	0.545863	2.09521	810.024
1428	25	801	86	0.395488	81	189	0.362979	71	74	66	0.0538516	5.58159	1751.17
1429	19	780	81	0.799837	104	115	0.20611	45	62	161	0.0618447	3.34577	1058.72
1430	24	747	77	0.480088	57	202	0.179327	42	104	80	0.672506	8.71886	1083.97
1431	19	775	80	0.452413	55	69	0.181576	76	151	80	0.404922	1.26704	1133.08
1432	24	779	82	0.414747	77	159	0.13259	46	146	92	0.299356	4.06427	1467.58
1433	14	824	80	0.411774	122	102	0.424765	78	81	125	0.563701	2.26022	1156.05
1434	14	796	92	0.26937	65	120	0.30734	39	66	168	0.193495	0.239113	1069.14
1435	10	788	71	0.348723	54	222	0.62412	50	176	177	0.292148	4.86901	807.181
1436	18	818	94	0.777542	121	192	0.21534	35	85	120	0.586136	6.07425e-5	1388.93
1437	26	759	70	0.461739	57	160	0.348483	69	139	82	0.47241	10.18	1379.41
1438	13	807	71	0.716769	83	72	0.407581	96	157	68	0.129134	1.98265	932.387
1439	19	830	70	0.298356	86	146	0.401557	81	107	79	0.745027	4.58081	1559.63
1440	18	748	79	0.702488	100	117	0.340165	37	69	63	0.374522	5.44866	654.539
1441	12	841	82	0.408373	101	98	0.12674	38	63	143	0.675401	1.22041	1179.09
1442	17	814	75	0.40677	92	103	0.370655	61	138	140	0.741873	2.88264	1239.88
1443	25	748	82	0.742934	95	132	0.437485	76	74	143	0.288664	5.67291	1148.76
1444	16	822	82	0.73991	109	175	0.691868	68	63	136	0.226885	4.04396	1222.69
1445	17	776	87	0.920247	95	49	0.477828	98	104	143	0.0225007	0.883064	908.601
1446	17	802	87	0.717906	92	78	0.328457	30	91	93	0.250004	1.91668	1116.41
1447	10	773	71	0.818823	108	209	0.481775	85	72	101	0.517747	10.6791	733.317
1448	26	814	72	0.334176	97	154	0.539197	52	100	72	0.236109	10.0814	2021.95
1449	20	769	92	0.367088	91	119	0.621778	54	60	173	0.748108	0.83309	1092.33
1450	11	792	72	0.329427	54	123	0.173998	83	149	103	0.151502	1.89121	864.127
1451	16	792	93	0.936595	84	229	0.484009	72	79	137	0.451742	0.18593	1157.68
1452	26	773	90	0.478532	113	170	0.465713	77	130	73	0.434069	2.19301	1828.39
1453	21	751	93	0.471783	104	66	0.388647	54	85	165	0.742761	0.388968	1004.03
1454	17	748	72	0.63865	100	61	0.364678	83	84	100	0.0219529	1.97821	720.16
1455	20	753	90	0.601856	124	64	0.224995	65	140	106	0.135042	0.382947	1005.29
1456	24	805	84	0.80065	103	201	0.698296	31	162	98	0.474398	12.9184	1573.68
1457	11	763	84	0.62469	60	162	0.640861	64	107	96	0.643013	2.66637	756.708
1458	19	752	82	0.519189	61	136	0.63009	97	154	81	0.718331	2.802	939.92
1459	13	832	80	0.732883	105	177	0.543925	76	179	161	0.116282	3.88181	1157.96
1460	15	798	80	0.210748	127	218	0.308859	51	85	76	0.491326	5.41316	1054.19
1461	13	777	86	0.49308	69	188	0.273655	76	171	63	0.487506	2.38656	798.75
1462	10	816	94	0.811191	76	101	0.471104	37	144	133	0.0975659	5.65934e-14	983.268
1463	16	782	90	0.84302	64	139	0.324683	34	103	94	0.425952	0.539347	948.335
1464	23	826	73	0.653433	57	215	0.269206	94	95	174	0.183904	7.86607	1685.13
1465	22	799	94	0.708873	61	245	0.678993	98	177	68	0.169375	0.00404818	1546.93
1466	21	809	91	0.945056	114	122	0.142703	73	178	171	0.306677	0.335244	1559.93
1467	19	810	76	0.894837	81	56	0.166661	95	148	178	0.551536	1.30416	1303.41
1468	17	795	89	0.424739	113	249	0.277521	96	155	78	0.132317	4.31122	1151.41
1469	20	773	93	0.610064	96	116	0.513852	69	140	97	0.08625	0.476294	1114.86
1470	23	837	83	0.825991	127	48	0.182854	48	88	89	0.489499	1.46514	1751.7
1471	15	761	77	0.736447	82	208	0.581076	98	179	115	0.409061	6.48615	872.459
1472	17	780	71	0.919121	85	219	0.541812	31	131	176	0.680417	15.2188	753.352
1473	18	810	72	0.804	85	232	0.638729	77	172	72	0.364909	16.7346	1184.24
1474	11	763	77	0.664461	103	244	0.288937	51	96	104	0.496473	10.5228	718.699
1475	18	768	92	0.707404	109	148	0.647927	61	137	100	0.56787	0.713622	998.584
1476	19	789	81	0.715152	128	77	0.506832	48	141	61	0.0924421	2.80956	1113.61
1477	16	804	92	0.666447	61	174	0.209026	97	143	116	0.0388485	0.0518022	1205.91
1478	18	817	76	0.690613	87	159	0.284068	54	82	109	0.283291	6.74745	1250.1
1479	14	839	79	0.768618	84	53	0.315284	62	138	89	0.121722	1.27042	1151.4
1480	12	759	84	0.86554	64	190	0.395744	43	137	90	0.204712	4.34237	685.976
1481	14	791	93	0.332986	65	153	0.606714	82	103	152	0.118516	0.0059335	969.078
1482	19	808	85	0.230317	99	228	0.112909	47	170	135	0.609416	3.27129	1342.66
1483	24	769	85	0.949988	77	60	0.196323	70	124	76	0.0430137	1.95996	1183.82
1484	24	810	83	0.684887	98	113	0.549788	87	65	171	0.103594	3.65413	1750.26
1485	20	794	92	0.229445	95	111	0.579831	78	112	105	0.312843	0.494865	1364.95
1486	23	828	84	0.254339	129	238	0.406577	63	135	113	0.640986	7.13496	1972.68
1487	23	800	88	0.641872	63	114	0.103449	55	83	67	0.0748088	2.05956	1609.17
1488	14	813	74	0.513664	119	124	0.66573	52	145	162	0.542724	3.89626	1118.17
1489	25	765	85	0.439928	128	78	0.591652	65	151	134	0.223404	2.86224	1608.32
1490	20	757	81	0.318194	82	119	0.487418	46	114	94	0.397301	3.21183	870.82
1491	23	750	80	0.275748	94	169	0.23045	82	150	128	0.561311	4.29099	1123.46
1492	14	815	70	0.386063	71	75	0.345979	34	125	164	0.318944	1.97166	1084.89
1493	16	814	82	0.218968	113	244	0.319146	33	111	129	0.519977	5.30658	1211.99
1494	25	791	79	0.681432	67	70	0.533052	46	166	169	0.384341	2.67032	1446.17
1495	13	769	88	0.635677	110	68	0.144269	99	143	179	0.210766	0.871028	873.327
1496	12	771	82	0.668609	98	213	0.241192	47	90	78	0.114243	4.44523	745.823
1497	26	817	72	0.927109	74	184	0.255125	67	98	155	0.35535	19.5497	1715.24
1498	11	783	77	0.785322	90	198	0.694532	53	119	89	0.601633	9.36633	782.982
1499	20	763	78	0.404115	105	141	0.497043	44	144	112	0.341142	5.41281	970.49
1500	18	747	85	0.61846	66	206	0.448299	86	175	141	0.131717	3.75904	777.802
1501	23	800	89	0.542305	91	238	0.667823	42	156	90	0.728398	8.59975	1646.73
1502	13	798	83	0.600374	116	224	0.100543	68	115	132	0.249318	2.98023	981.718
1503	24	795	80	0.302219	119	110	0.500232	90	117	75	0.333613	3.55284	1585.36
1504	19	785	83	0.450173	60	43	0.595168	78	140	86	0.57044	0.779203	1119.81
1505	21	784	92	0.792853	65	109	0.427365	58	94	108	0.201948	0.687485	1234.21
1506	18	833	75	0.643613	82	86	0.129411	84	155	111	0.304209	1.90757	1539.57
1507	17	775	90	0.436652	62	155	0.647055	87	109	74	0.659261	0.359547	946.209
1508	15	767	92	0.887955	113	71	0.354936	83	80	158	0.509358	0.101691	834.875
1509	16	772	90	0.689127	56	215	0.699145	59	68	61	0.382322	0.903989	913.459
1510	19	791	82	0.755901	123	181	0.349576	65	142	74	0.389875	6.26272	1130.23
1511	12	750	76	0.782887	79	205	0.293533	64	151	60	0.678363	7.97055	728.065
1512	26	773	85	0.700191	74	176	0.607087	56	150	149	0.327648	8.12812	1649.63
1513	24	805	90	0.655533	123	100	0.217208	30	143	133	0.507617	0.905124	1811.21
1514	24	832	85	0.583867	83	121	0.653771	37	126	62	0.420155	5.01444	1991.97
1515	17	838	84	0.364635	102	245	0.380064	47	76	127	0.254459	5.23807	1421.39
1516	26	774	77	0.89788	106	172	0.681936	58	135	140	0.24505	19.5542	1280.48
1517	12	787	84	0.812489	89	73	0.206662	92	108	83	0.468143	1.04343	848.233
1518	13	829	72	0.271258	74	222	0.594864	38	172	62	0.524235	6.30705	1186.85
1519	21	831	75	0.552365	58	167	0.247582	32	121	80	0.005483	7.10874	1573.29
1520	21	787	89	0.305326	88	201	0.108713	57	70	130	0.0321606	3.15764	1268.17
1521	10	757	82	0.559608	115	164	0.611179	58	66	105	0.736263	3.79064	626.631
1522	24	768	71	0.882986	115	58	0.372096	35	119	114	0.26389	4.64976	940.784
1523	22	767	92	0.47702	79	127	0.169132	32	175	76	0.547114	1.00962	1360.76
1524	13	812	79	0.833396	80	197	0.120885	80	145	149	0.52708	3.48288	1001.05
1525	19	794	70	0.918072	120	216	0.134602	88	120	145	0.6443	12.5364	1109.96
1526	18	829	80	0.475108	75	212	0.653058	43	80	146	0.712017	5.7904	1347.45
1527	10	837	77	0.552927	73	59	0.500658	71	107	98	0.700209	1.22433	1028.48
1528	19	825	84	0.586851	59	157	0.162817	73	169	134	0.627285	2.18939	1535.84
1529	23	808	74	0.51086	122	171	0.167519	74	141	145	0.240282	6.93868	1653.8
1530	26	834	73	0.405292	111	97	0.161115	30	82	85	0.161136	4.9159	2222.84
1531	26	752	85	0.465428	125	51	0.404467	91	173	179	0.206948	1.55436	1582.99
1532	19	768	73	0.207424	55	240	0.180386	85	89	118	0.188103	4.38803	982.069
1533	16	838	76	0.258548	123	211	0.393606	88	155	67	0.00993052	6.15945	1466.57
1534	11	769	92	0.710718	77	85	0.600559	38	127	123	0.104101	0.245612	764.132
1535	20	758	72	0.50345	100	218	0.15718	99	68	141	0.28198	6.50291	919.049
1536	22	835	73	0.57495	119	130	0.53406	90	177	86	0.339804	7.09838	1976.28
1537	12	812	88	0.660788	117	95	0.525039	91	67	124	0.492921	1.48065	1085.48
1538	11	818	79	0.235807	78	173	0.686781	63	91	95	0.455685	3.53545	1012.34
1539	21	827	82	0.597553	129	242	0.26694	74	174	124	0.513684	7.20524	1705.71
1540	21	782	75	0.787086	79	166	0.1556	39	147	174	0.634121	6.17609	1132.39
1541	22	796	84	0.863072	82	88	0.117479	30	101	151	0.505838	2.06491	1262.4
1542	26	808	88	0.745522	125	244	0.48853	67	158	171	0.335238	10.0967	1929.43
1543	25	771	82	0.759878	115	195	0.46224	68	127	128	0.328197	9.84409	1310.06
1544	18	763	94	0.616485	80	95	0.357064	80	69	65	0.559345	0.000653454	1004.73
1545	10	803	74	0.682661	102	229	0.565411	38	166	114	0.730569	9.69295	882.996
1546	24	756	77	0.844072	60	88	0.692536	73	159	65	0.722935	5.88221	1097.77
1547	14	770	83	0.321002	74	227	0.337227	56	153	173	0.683568	4.21998	936.415
1548	11	793	91	0.507287	112	104	0.663485	61	146	92	0.583249	0.0293288	912.503
1549	10	767	70	0.374733	117	195	0.305729	40	154	87	0.768621	6.34803	674.346
1550	12	761	94	0.723966	75	47	0.326236	51	172	172	0.203682	1.12972e-14	754.418
1551	11	755	86	0.482011	63	118	0.245448	47	65	77	0.352991	1.77059	730.091
1552	10	841	84	0.712922	66	72	0.45275	49	177	129	0.14794	0.95319	1140.74
1553	19	800	83	0.379922	128	208	0.515968	57	74	159	0.0512804	6.00736	1350.54
1554	19	762	82	0.856743	112	81	0.613628	86	171	147	0.0345677	2.31014	873.436
1555	12	765	87	0.668805	129	48	0.669416	62	178	141	0.0706406	0.987086	754.336
1556	23	836	78	0.490406	121	151	0.360644	72	81	70	0.0673773	7.10056	1923.21
1557	25	819	93	0.224477	101	235	0.633856	33	90	161	0.149681	1.99312	1934.68
1558	18	815	77	0.44494	80	199	0.625719	33	95	121	0.540008	8.33856	1256.02
1559	18	753	91	0.941522	61	67	0.55437	81	128	109	0.0590221	0.290937	903.737
1560	13	834	70	0.234026	90	150	0.515347	53	89	156	0.782166	4.02903	1146.51
1561	14	799	91	0.498148	126	86	0.369464	40	102	157	0.652182	0.189006	1047.56
1562	24	836	74	0.446523	69	243	0.131259	37	92	175	0.300682	8.34756	2092.38
1563	22	749	80	0.817215	103	80	0.536993	84	123	96	0.081357	3.26893	875.214
1564	11	786	81	0.90702	108	97	0.508594	87	133	176	0.407458	1.81544	924.973
1565	16	762	88	0.417409	127	57	0.41783	62	99	66	0.247811	1.31497	848.242
1566	17	772	78	0.209249	126	231	0.115997	63	61	141	0.350408	4.52977	925.68
1567	20	795	84	0.32458	97	113	0.232794	43	66	125	0.158306	2.7735	1316.61
1568	11	772	76	0.263545	71	167	0.23849	55	76	80	0.501352	3.31469	705.322
1569	15	752	79	0.752689	75	246	0.405155	70	93	67	0.714719	7.99129	682.734
1570	12	750	93	0.581111	73	156	0.253991	82	79	152	0.171436	0.0449994	788.142
1571	17	801	93	0.240718	103	175	0.275475	67	95	138	0.24311	0.120847	1204.25
1572	19	810	84	0.870995	89	203	0.671606	81	64	113	0.775262	5.41649	1235.77
1573	21	812	74	0.35701	74	185	0.526865	49	71	85	0.511805	7.74038	1478.34
1574	18	799	84	0.276989	62	135	0.270601	49	94	178	0.611065	2.35981	1257.47
1575	13	820	79	0.633171	122	99	0.438176	46	142	102	0.126098	3.24478	1130.04
1576	17	784	88	0.875542	80	99	0.684393	87	114	139	0.417588	1.88752	1046.58
1577	10	759	89	0.831274	63	103	0.222237	93	73	137	0.218822	1.05703	713.808
1578	11	829	93	0.763936	55	120	0.479155	88	123	165	0.124984	7.49008e-12	1025.68
1579	26	835	76	0.868862	87	42	0.494057	61	82	82	0.716286	2.60973	2114.39
1580	14	822	74	0.508719	96	93	0.276765	59	161	93	0.799596	2.49376	1193.4
1581	16	819	86	0.464048	69	138	0.140875	70	174	84	0.577198	1.47483	1325.26
1582	13	799	93	0.75349	70	148	0.540507	36	99	166	0.655887	0.0823658	995.668
1583	14	781	83	0.623684	59	236	0.414575	51	70	98	0.603672	4.46473	885.8
1584	22	842	90	0.534046	98	63	0.482662	98	106	146	0.754305	0.141842	1930.71
1585	16	774	72	0.890665	80	76	0.615601	34	158	166	0.720255	3.33752	767.432
1586	22	784	72	0.914269	87	211	0.588894	93	142	96	0.629574	18.5376	1138.7
1587	10	793	74	0.807673	98	169	0.463145	39	90	156	0.0170474	6.55952	787.939
1588	14	785	71	0.233305	87	136	0.239917	57	78	85	0.0576669	3.29896	986.508
1589	10	748	73	0.341457	107	137	0.634049	52	152	97	0.703045	3.6749	621.093
1590	13	747	81	0.854853	93	217	0.696098	77	165	118	0.380428	5.28881	662.122
1591	22	789	80	0.905459	121	200	0.261738	99	78	157	0.153603	8.08621	1314.87
1592	10	786	91	0.432661	77	182	0.661395	78	163	96	0.322305	0.0101069	848.137
1593	11	750	81	0.873672	97	162	0.311921	86	112	126	0.216271	3.19073	680.829
1594	13	841	79	0.615844	89	56	0.548045	59	79	103	0.60703	1.40404	1302.02
1595	11	840	71	0.44891	105	58	0.637286	83	178	169	0.574269	1.2482	1238.16
1596	17	840	79	0.358287	58	248	0.102849	73	158	77	0.277617	3.51091	1409.53
1597	15	783	74	0.256903	73	90	0.146433	73	89	151	0.66936	1.42769	925.731
1598	22	831	80	0.239225	70	194	0.431151	95	161	106	0.663302	4.33111	1949.97
1599	17	789	84	0.938776	117	70	0.302671	72	173	169	0.695901	1.76014	1165.66
1600	15	757	92	0.852274	57	62	0.359342	36	161	95	0.752307	0.295243	826.225
1601	21	755	90	0.745958	101	161	0.574979	43	63	82	0.589276	1.60056	941.546
1602	10	803	75	0.336356	109	239	0.220115	34	110	158	0.594557	6.01606	866.776
