iteration.end	Min.end	ED50.end	Threshold_RH.end	virulence.end	cadaver_longevity.end	sporu_cada_longevity.end	infected_immigrants.end	LTimmigrants.end	LTAdult.end	LTNymph.end	immunity_cost.end	d_cadaver.sum	density.sum
NA												NA	NA
312	26	773	85	0.700191	74	233	0.607087	56	150	149	0.327648	10.9612	1642.55
313	24	805	90	0.655533	123	129	0.217208	30	143	133	0.507617	1.14524	1806.84
314	24	832	85	0.583867	83	105	0.653771	37	126	62	0.420155	4.25203	2004.26
315	17	838	84	0.364635	102	97	0.380064	47	76	127	0.254459	1.99363	1426.52
316	26	774	77	0.89788	106	173	0.681936	58	135	140	0.24505	19.7154	1279.91
317	12	787	84	0.812489	89	91	0.206662	92	108	83	0.468143	1.30751	847.74
318	13	829	72	0.271258	74	236	0.594864	38	172	62	0.524235	6.82539	1186.61
319	21	831	75	0.552365	58	226	0.247582	32	121	80	0.005483	10.8476	1566.99
320	21	787	89	0.305326	88	178	0.108713	57	70	130	0.0321606	2.7924	1268.33
321	10	757	82	0.559608	115	140	0.611179	58	66	105	0.736263	3.19624	627
322	24	768	71	0.882986	115	122	0.372096	35	119	114	0.26389	15.1054	730.375
323	22	767	92	0.47702	79	224	0.169132	32	175	76	0.547114	1.7831	1360.08
324	13	812	79	0.833396	80	132	0.120885	80	145	149	0.52708	2.21939	1001.7
325	19	794	70	0.918072	120	234	0.134602	88	120	145	0.6443	14.1758	1109.5
326	18	829	80	0.475108	75	242	0.653058	43	80	146	0.712017	6.75546	1346.7
327	10	837	77	0.552927	73	150	0.500658	71	107	98	0.700209	3.4848	1025.27
328	19	825	84	0.586851	59	65	0.162817	73	169	134	0.627285	0.860698	1542.53
329	23	808	74	0.51086	122	107	0.167519	74	141	145	0.240282	3.87506	1663.79
330	26	834	73	0.405292	111	143	0.161115	30	82	85	0.161136	8.19162	2183.97
331	26	752	85	0.465428	125	210	0.404467	91	173	179	0.206948	7.42224	1548.84
332	19	768	73	0.207424	55	128	0.180386	85	89	118	0.188103	2.2233	983.306
333	16	838	76	0.258548	123	87	0.393606	88	155	67	0.00993052	2.22394	1469.1
334	11	769	92	0.710718	77	84	0.600559	38	127	123	0.104101	0.243	764.134
335	20	758	72	0.50345	100	73	0.15718	99	68	141	0.28198	1.75101	929.429
336	22	835	73	0.57495	119	128	0.53406	90	177	86	0.339804	6.95688	1976.88
337	12	812	88	0.660788	117	45	0.525039	91	67	124	0.492921	0.68578	1086.64
338	11	818	79	0.235807	78	67	0.686781	63	91	95	0.455685	1.34112	1014.58
339	21	827	82	0.597553	129	106	0.26694	74	174	124	0.513684	2.89207	1712.38
340	21	782	75	0.787086	79	196	0.1556	39	147	174	0.634121	7.70274	1129.46
341	22	796	84	0.863072	82	40	0.117479	30	101	151	0.505838	0.817867	1292.95
342	26	808	88	0.745522	125	52	0.48853	67	158	171	0.335238	1.80204	1989.29
343	25	771	82	0.759878	115	165	0.46224	68	127	128	0.328197	8.16832	1312.14
344	18	763	94	0.616485	80	99	0.357064	80	69	65	0.559345	0.000678511	1004.73
345	10	803	74	0.682661	102	231	0.565411	38	166	114	0.730569	9.8213	882.953
346	24	756	77	0.844072	60	77	0.692536	73	159	65	0.722935	4.84664	1118.48
347	14	770	83	0.321002	74	54	0.337227	56	153	173	0.683568	0.941878	941.52
348	11	793	91	0.507287	112	152	0.663485	61	146	92	0.583249	0.0433838	912.501
349	10	767	70	0.374733	117	119	0.305729	40	154	87	0.768621	3.52949	677.273
350	12	761	94	0.723966	75	197	0.326236	51	172	172	0.203682	1.13618e-14	754.418
351	11	755	86	0.482011	63	182	0.245448	47	65	77	0.352991	2.75083	728.821
352	10	841	84	0.712922	66	163	0.45275	49	177	129	0.14794	2.20517	1134.78
353	19	800	83	0.379922	128	223	0.515968	57	74	159	0.0512804	6.47472	1350.31
354	19	762	82	0.856743	112	220	0.613628	86	171	147	0.0345677	7.07623	864.544
355	12	765	87	0.668805	129	187	0.669416	62	178	141	0.0706406	4.07041	747.458
356	23	836	78	0.490406	121	191	0.360644	72	81	70	0.0673773	9.51706	1920.45
357	25	819	93	0.224477	101	193	0.633856	33	90	161	0.149681	1.63041	1934.72
358	18	815	77	0.44494	80	83	0.625719	33	95	121	0.540008	2.94013	1282.01
359	18	753	91	0.941522	61	75	0.55437	81	128	109	0.0590221	0.324769	903.617
360	13	834	70	0.234026	90	147	0.515347	53	89	156	0.782166	3.94281	1146.65
361	14	799	91	0.498148	126	108	0.369464	40	102	157	0.652182	0.234337	1047.54
362	24	836	74	0.446523	69	163	0.131259	37	92	175	0.300682	5.00901	2098.49
363	22	749	80	0.817215	103	142	0.536993	84	123	96	0.081357	6.374	857.101
364	11	786	81	0.90702	108	130	0.508594	87	133	176	0.407458	2.51759	922.6
365	16	762	88	0.417409	127	52	0.41783	62	99	66	0.247811	1.19336	848.447
366	17	772	78	0.209249	126	203	0.115997	63	61	141	0.350408	3.92941	925.747
367	20	795	84	0.32458	97	46	0.232794	43	66	125	0.158306	1.04691	1328.53
368	11	772	76	0.263545	71	214	0.23849	55	76	80	0.501352	4.45665	705.048
369	15	752	79	0.752689	75	70	0.405155	70	93	67	0.714719	1.90722	694.662
370	12	750	93	0.581111	73	217	0.253991	82	79	152	0.171436	0.0633197	788.142
371	17	801	93	0.240718	103	79	0.275475	67	95	138	0.24311	0.0562501	1204.25
372	19	810	84	0.870995	89	230	0.671606	81	64	113	0.775262	6.22535	1235.12
373	21	812	74	0.35701	74	83	0.526865	49	71	85	0.511805	3.03432	1508.18
374	18	799	84	0.276989	62	130	0.270601	49	94	178	0.611065	2.26805	1257.68
375	13	820	79	0.633171	122	58	0.438176	46	142	102	0.126098	1.79897	1136.51
376	17	784	88	0.875542	80	145	0.684393	87	114	139	0.417588	2.79389	1042.18
377	10	759	89	0.831274	63	54	0.222237	93	73	137	0.218822	0.54309	715.122
378	11	829	93	0.763936	55	221	0.479155	88	123	165	0.124984	1.36426e-11	1025.68
379	26	835	76	0.868862	87	61	0.494057	61	82	82	0.716286	4.71329	1993.31
380	14	822	74	0.508719	96	193	0.276765	59	161	93	0.799596	5.88598	1189.38
381	16	819	86	0.464048	69	170	0.140875	70	174	84	0.577198	1.82134	1324.85
382	13	799	93	0.75349	70	158	0.540507	36	99	166	0.655887	0.0879892	995.668
383	14	781	83	0.623684	59	107	0.414575	51	70	98	0.603672	1.95203	890.581
384	22	842	90	0.534046	98	206	0.482662	98	106	146	0.754305	0.460893	1930.61
385	16	774	72	0.890665	80	195	0.615601	34	158	166	0.720255	11.6698	691.406
386	22	784	72	0.914269	87	165	0.588894	93	142	96	0.629574	12.5642	1145.32
387	10	793	74	0.807673	98	133	0.463145	39	90	156	0.0170474	4.8315	790.275
388	14	785	71	0.233305	87	92	0.239917	57	78	85	0.0576669	2.16476	989.48
389	10	748	73	0.341457	107	154	0.634049	52	152	97	0.703045	4.17946	620.568
390	13	747	81	0.854853	93	227	0.696098	77	165	118	0.380428	5.55478	662.05
391	22	789	80	0.905459	121	247	0.261738	99	78	157	0.153603	10.5962	1313.98
392	10	786	91	0.432661	77	160	0.661395	78	163	96	0.322305	0.00878864	848.137
393	11	750	81	0.873672	97	87	0.311921	86	112	126	0.216271	1.62631	683.383
394	13	841	79	0.615844	89	183	0.548045	59	79	103	0.60703	5.08485	1293.12
395	11	840	71	0.44891	105	90	0.637286	83	178	169	0.574269	2.04756	1236.49
396	17	840	79	0.358287	58	162	0.102849	73	158	77	0.277617	2.15694	1409.9
397	15	783	74	0.256903	73	128	0.146433	73	89	151	0.66936	2.07594	924.97
398	22	831	80	0.239225	70	50	0.431151	95	161	106	0.663302	1.04482	1959.15
399	17	789	84	0.938776	117	96	0.302671	72	173	169	0.695901	2.49078	1161.02
400	15	757	92	0.852274	57	230	0.359342	36	161	95	0.752307	1.1071	824.429
401	25	755	90	0.745958	101	161	0.187052	43	63	82	0.589276	2.06291	1340.15
402	14	803	75	0.336356	109	239	0.280632	34	110	158	0.594557	7.19011	957.898
403	20	770	87	0.596374	65	233	0.597499	53	155	168	0.112386	5.49762	1046.14
404	25	778	93	0.916146	65	89	0.632439	65	93	75	0.440119	0.841748	1641.51
405	24	785	92	0.866516	109	233	0.33307	64	139	102	0.284945	2.0807	1516.17
406	19	788	89	0.227837	70	55	0.177739	59	176	159	0.00147804	0.787544	1215.63
407	25	754	76	0.248674	84	189	0.321215	58	136	104	0.198943	7.19653	1353.62
408	15	807	85	0.872918	102	94	0.19792	52	103	99	0.362265	1.63687	1076.79
409	19	827	94	0.878438	107	92	0.192812	37	149	179	0.706436	1.80504e-5	1642.26
410	24	821	89	0.57213	89	125	0.215688	91	168	110	0.208531	2.774	1877.89
411	10	811	76	0.289479	120	237	0.50279	70	171	114	0.660558	6.51223	1075.83
412	17	753	84	0.2417	107	84	0.366848	42	162	70	0.233486	2.19265	927.76
413	13	806	85	0.245008	104	225	0.385549	93	64	152	0.696137	3.19678	1091.02
414	23	797	80	0.772106	88	46	0.37803	79	132	79	0.0766971	1.56715	1326.71
415	20	799	74	0.604513	101	144	0.140049	98	141	144	0.687325	3.79396	1251.53
416	11	839	74	0.908878	56	219	0.375507	46	170	73	0.52101	8.19651	1176.23
417	26	840	85	0.813855	91	138	0.122027	75	146	70	0.0455207	4.22548	2622.13
418	16	811	70	0.292804	68	43	0.259453	44	165	104	0.617551	0.915559	1133.28
419	23	837	73	0.591643	107	151	0.592055	69	170	144	0.531747	8.30982	1771.89
420	18	798	85	0.731683	89	177	0.467081	54	72	150	0.197093	4.26768	1172.86
421	18	831	70	0.531783	58	216	0.119489	55	75	63	0.136386	6.45663	1348.93
422	14	829	78	0.84843	110	112	0.44982	70	105	160	0.569367	3.23002	1215.9
423	24	830	70	0.608056	73	246	0.338754	49	77	126	0.21232	20.905	1598.61
424	21	804	73	0.929285	59	122	0.603241	39	76	139	0.367627	7.44856	944.199
425	16	788	75	0.938571	79	110	0.186448	34	172	74	0.235699	4.99295	884.017
426	25	782	92	0.758725	68	220	0.234717	41	119	137	0.325478	2.28738	1630.94
427	13	759	83	0.266522	71	199	0.419358	71	130	123	0.545863	3.41297	849.485
428	15	801	86	0.395488	81	112	0.362979	71	74	66	0.0538516	1.6843	1057.73
429	20	780	81	0.799837	104	114	0.20611	45	62	161	0.0618447	3.31424	1051.52
430	15	747	77	0.480088	57	110	0.179327	42	104	80	0.672506	2.58141	778.363
431	21	775	80	0.452413	55	202	0.181576	76	151	80	0.404922	4.17469	1084.46
432	23	779	82	0.414747	77	49	0.13259	46	146	92	0.299356	1.01621	1372.5
433	25	824	80	0.411774	122	102	0.424765	78	81	125	0.563701	3.89564	2005.7
434	22	796	92	0.26937	65	51	0.30734	39	66	168	0.193495	0.349469	1346.51
435	17	788	71	0.348723	54	63	0.62412	50	176	177	0.292148	1.48254	1066.8
436	21	818	94	0.777542	121	204	0.21534	35	85	120	0.586136	0.0346452	1462.56
437	15	759	70	0.461739	57	108	0.348483	69	139	82	0.47241	2.73291	827.241
438	20	807	71	0.716769	83	174	0.407581	96	157	68	0.129134	8.70843	1278.11
439	26	830	70	0.298356	86	237	0.401557	81	107	79	0.745027	12.6245	2298.4
440	16	748	79	0.702488	100	191	0.340165	37	69	63	0.374522	9.09749	688.039
441	14	841	82	0.408373	101	126	0.12674	38	63	143	0.675401	1.65916	1243.21
442	17	814	75	0.40677	92	52	0.370655	61	138	140	0.741873	1.33725	1250.69
443	20	748	82	0.742934	95	125	0.437485	76	74	143	0.288664	3.9377	931.533
444	24	822	82	0.73991	109	91	0.691868	68	63	136	0.226885	3.41627	1821.48
445	14	776	87	0.920247	95	186	0.477828	98	104	143	0.0225007	2.99754	852.354
446	14	802	87	0.717906	92	226	0.328457	30	91	93	0.250004	4.46826	925.209
447	13	773	71	0.818823	108	41	0.481775	85	72	101	0.517747	1.28066	820.839
448	22	814	72	0.334176	97	60	0.539197	52	100	72	0.236109	2.2193	1448.11
449	22	769	92	0.367088	91	145	0.621778	54	60	173	0.748108	1.14668	1171.06
450	15	792	72	0.329427	54	214	0.173998	83	149	103	0.151502	3.97584	1001.31
451	12	792	93	0.936595	84	69	0.484009	72	79	137	0.451742	0.000662722	935.294
452	23	773	90	0.478532	113	104	0.465713	77	130	73	0.434069	0.776456	1344.85
453	13	751	93	0.471783	104	64	0.388647	54	85	165	0.742761	0.0999741	708.973
454	25	748	72	0.63865	100	207	0.364678	83	84	100	0.0219529	17.8936	1026.45
455	25	753	90	0.601856	124	147	0.224995	65	140	106	0.135042	1.54693	1380.03
456	12	805	84	0.80065	103	192	0.698296	31	162	98	0.474398	4.90165	969.115
457	13	763	84	0.62469	60	187	0.640861	64	107	96	0.643013	3.37316	724.865
458	21	752	82	0.519189	61	141	0.63009	97	154	81	0.718331	3.17598	1045.78
459	12	832	80	0.732883	105	131	0.543925	76	179	161	0.116282	2.82713	1138.86
460	10	798	80	0.210748	127	126	0.308859	51	85	76	0.491326	2.64356	817.948
461	18	777	86	0.49308	69	205	0.273655	76	171	63	0.487506	3.72849	1052.37
462	17	816	94	0.811191	76	235	0.471104	37	144	133	0.0975659	2.48083e-15	1261.2
463	21	782	90	0.84302	64	101	0.324683	34	103	94	0.425952	0.801309	1233.21
464	20	826	73	0.653433	57	155	0.269206	94	95	174	0.183904	4.15568	1446.63
465	22	799	94	0.708873	61	180	0.678993	98	177	68	0.169375	0.00299841	1546.93
466	16	809	91	0.945056	114	185	0.142703	73	178	171	0.306677	0.0587055	1131.13
467	14	810	76	0.894837	81	65	0.166661	95	148	178	0.551536	1.2767	1091.49
468	11	795	89	0.424739	113	106	0.277521	96	155	78	0.132317	1.42463	874.043
469	19	773	93	0.610064	96	63	0.513852	69	140	97	0.08625	0.212372	1104.73
470	15	837	83	0.825991	127	146	0.182854	48	88	89	0.489499	2.82883	1280.31
471	12	761	77	0.736447	82	42	0.581076	98	179	115	0.409061	0.873602	755.56
472	22	780	71	0.919121	85	180	0.541812	31	131	176	0.680417	14.7085	747.102
473	15	810	72	0.804	85	152	0.638729	77	172	72	0.364909	7.05006	1148.17
474	19	763	77	0.664461	103	248	0.288937	51	96	104	0.496473	12.9822	797.439
475	25	768	92	0.707404	109	160	0.647927	61	137	100	0.56787	1.83905	1467.74
476	24	789	81	0.715152	128	224	0.506832	48	141	61	0.0924421	13.381	1306.67
477	15	804	92	0.666447	61	41	0.209026	97	143	116	0.0388485	0.00443373	1117.26
478	24	817	76	0.690613	87	188	0.284068	54	82	109	0.283291	12.8149	1443.15
479	22	839	79	0.768618	84	179	0.315284	62	138	89	0.121722	8.14597	1725.24
480	12	759	84	0.86554	64	40	0.395744	43	137	90	0.204712	0.795894	705.943
481	16	791	93	0.332986	65	241	0.606714	82	103	152	0.118516	0.127152	1162.79
482	25	808	85	0.230317	99	210	0.112909	47	170	135	0.609416	4.27039	2081.82
483	21	769	85	0.949988	77	124	0.196323	70	124	76	0.0430137	3.80345	1065.43
484	17	810	83	0.684887	98	117	0.549788	87	65	171	0.103594	2.3297	1236.72
485	20	794	92	0.229445	95	94	0.579831	78	112	105	0.312843	0.423824	1364.97
486	10	828	84	0.254339	129	171	0.406577	63	135	113	0.640986	3.04102	1144.24
487	18	800	88	0.641872	63	207	0.103449	55	83	67	0.0748088	2.62928	1248.53
488	12	813	74	0.513664	119	210	0.66573	52	145	162	0.542724	6.93931	1093.81
489	21	765	85	0.439928	128	44	0.591652	65	151	134	0.223404	1.22268	1150.87
490	10	757	81	0.318194	82	176	0.487418	46	114	94	0.397301	3.36918	641.49
491	10	750	80	0.275748	94	131	0.23045	82	150	128	0.561311	2.07302	675.47
492	18	815	70	0.386063	71	199	0.345979	34	125	164	0.318944	7.09497	1284.87
493	11	814	82	0.218968	113	143	0.319146	33	111	129	0.519977	2.6114	1010.82
494	16	791	79	0.681432	67	157	0.533052	46	166	169	0.384341	4.78813	1080.2
495	19	769	88	0.635677	110	93	0.144269	99	143	179	0.210766	1.52323	988.994
496	11	771	82	0.668609	98	228	0.241192	47	90	78	0.114243	4.38242	662.305
497	18	817	72	0.927109	74	242	0.255125	67	98	155	0.35535	13.7447	1199.16
498	25	783	77	0.785322	90	142	0.694532	53	119	89	0.601633	13.9918	1251.34
499	18	763	78	0.404115	105	115	0.497043	44	144	112	0.341142	4.15635	936.777
500	23	747	85	0.61846	66	105	0.448299	86	175	141	0.131717	2.55488	1072.73
501	22	800	89	0.542305	91	240	0.667823	42	156	90	0.728398	8.02771	1493.18
502	17	798	83	0.600374	116	82	0.100543	68	115	132	0.249318	1.23531	1118.11
503	16	795	80	0.302219	119	80	0.500232	90	117	75	0.333613	1.82406	1013.71
504	17	785	83	0.450173	60	153	0.595168	78	140	86	0.57044	2.84324	1095.62
505	16	784	92	0.792853	65	168	0.427365	58	94	108	0.201948	0.487298	960.472
506	20	833	75	0.643613	82	134	0.129411	84	155	111	0.304209	3.60543	1710.88
507	10	775	90	0.436652	62	168	0.647055	87	109	74	0.659261	0.0227639	814.122
508	12	767	92	0.887955	113	89	0.354936	83	80	158	0.509358	0.0339408	776.433
509	21	772	90	0.689127	56	81	0.699145	59	68	61	0.382322	0.565898	1068.51
510	26	791	82	0.755901	123	79	0.349576	65	142	74	0.389875	4.26818	1797.47
511	11	750	76	0.782887	79	239	0.293533	64	151	60	0.678363	8.99523	660.784
512	25	773	85	0.700191	74	233	0.607087	56	150	149	0.327648	9.02043	1318.88
513	22	805	90	0.655533	123	129	0.217208	30	143	133	0.507617	0.864717	1556.73
514	26	832	85	0.583867	83	105	0.653771	37	126	62	0.420155	5.01743	2183.21
515	15	838	84	0.364635	102	97	0.380064	47	76	127	0.254459	1.77583	1300.76
516	11	774	77	0.89788	106	173	0.681936	58	135	140	0.24505	7.29706	725.307
517	10	787	84	0.812489	89	91	0.206662	92	108	83	0.468143	1.23812	808.577
518	20	829	72	0.271258	74	236	0.594864	38	172	62	0.524235	10.0195	1623.61
519	23	831	75	0.552365	58	226	0.247582	32	121	80	0.005483	13.1854	1695.91
520	17	787	89	0.305326	88	178	0.108713	57	70	130	0.0321606	2.30013	1078.89
521	23	757	82	0.559608	115	140	0.611179	58	66	105	0.736263	6.13038	1187.64
522	15	768	71	0.882986	115	122	0.372096	35	119	114	0.26389	8.23959	618.679
523	11	767	92	0.47702	79	224	0.169132	32	175	76	0.547114	0.365188	800.024
524	26	812	79	0.833396	80	132	0.120885	80	145	149	0.52708	5.24908	2155.75
525	21	794	70	0.918072	120	234	0.134602	88	120	145	0.6443	15.8563	1228.9
526	20	829	80	0.475108	75	242	0.653058	43	80	146	0.712017	7.7733	1515.35
527	23	837	77	0.552927	73	150	0.500658	71	107	98	0.700209	6.28162	1713.51
528	23	825	84	0.586851	59	65	0.162817	73	169	134	0.627285	1.11903	1824.88
529	14	808	74	0.51086	122	107	0.167519	74	141	145	0.240282	2.54802	1078.2
530	22	834	73	0.405292	111	143	0.161115	30	82	85	0.161136	6.17128	1711.85
531	10	752	85	0.465428	125	210	0.404467	91	173	179	0.206948	3.449	670.875
532	23	768	73	0.207424	55	128	0.180386	85	89	118	0.188103	2.65104	1191.06
533	14	838	76	0.258548	123	87	0.393606	88	155	67	0.00993052	2.03783	1162.95
534	12	769	92	0.710718	77	84	0.600559	38	127	123	0.104101	0.243681	759.87
535	14	758	72	0.50345	100	73	0.15718	99	68	141	0.28198	1.40455	764.823
536	22	835	73	0.57495	119	128	0.53406	90	177	86	0.339804	6.95688	1976.88
537	20	812	88	0.660788	117	45	0.525039	91	67	124	0.492921	1.00066	1414.58
538	22	818	79	0.235807	78	67	0.686781	63	91	95	0.455685	1.92699	1594.14
539	15	827	82	0.597553	129	106	0.26694	74	174	124	0.513684	2.12134	1354.52
540	16	782	75	0.787086	79	196	0.1556	39	147	174	0.634121	5.73626	903.74
541	20	796	84	0.863072	82	40	0.117479	30	101	151	0.505838	0.773848	1269.21
542	22	808	88	0.745522	125	52	0.48853	67	158	171	0.335238	1.48429	1518.28
543	11	771	82	0.759878	115	165	0.46224	68	127	128	0.328197	3.52168	672.372
544	15	763	94	0.616485	80	99	0.357064	80	69	65	0.559345	3.53112e-8	883.136
545	26	803	74	0.682661	102	231	0.565411	38	166	114	0.730569	30.7252	1528.75
546	26	756	77	0.844072	60	77	0.692536	73	159	65	0.722935	6.36533	1376.22
547	24	770	83	0.321002	74	54	0.337227	56	153	173	0.683568	1.29498	1324.57
548	22	793	91	0.507287	112	152	0.663485	61	146	92	0.583249	1.015	1316.74
549	13	767	70	0.374733	117	119	0.305729	40	154	87	0.768621	3.9201	792.106
550	25	761	94	0.723966	75	197	0.326236	51	172	172	0.203682	0.812755	1454.96
551	12	755	86	0.482011	63	182	0.245448	47	65	77	0.352991	2.75107	724.518
552	18	841	84	0.712922	66	163	0.45275	49	177	129	0.14794	3.13363	1428.53
553	16	800	83	0.379922	128	223	0.515968	57	74	159	0.0512804	5.37621	1050.13
554	18	762	82	0.856743	112	220	0.613628	86	171	147	0.0345677	7.19685	925.469
555	26	765	87	0.668805	129	187	0.669416	62	178	141	0.0706406	9.10343	1459.46
556	14	836	78	0.490406	121	191	0.360644	72	81	70	0.0673773	6.02756	1301.38
557	25	819	93	0.224477	101	193	0.633856	33	90	161	0.149681	1.63041	1934.72
558	12	815	77	0.44494	80	83	0.625719	33	95	121	0.540008	2.21318	922.267
559	19	753	91	0.941522	61	75	0.55437	81	128	109	0.0590221	0.388172	879.334
560	15	834	70	0.234026	90	147	0.515347	53	89	156	0.782166	3.98173	1215.43
561	13	799	91	0.498148	126	108	0.369464	40	102	157	0.652182	0.155402	991.384
562	26	836	74	0.446523	69	163	0.131259	37	92	175	0.300682	5.66066	2248.86
563	16	749	80	0.817215	103	142	0.536993	84	123	96	0.081357	4.32781	761.312
564	12	786	81	0.90702	108	130	0.508594	87	133	176	0.407458	2.48293	848.93
565	23	762	88	0.417409	127	52	0.41783	62	99	66	0.247811	1.60093	1252.78
566	20	772	78	0.209249	126	203	0.115997	63	61	141	0.350408	4.41425	1101.73
567	14	795	84	0.32458	97	46	0.232794	43	66	125	0.158306	0.807754	1057.04
568	17	772	76	0.263545	71	214	0.23849	55	76	80	0.501352	5.17917	900.996
569	22	752	79	0.752689	75	70	0.405155	70	93	67	0.714719	2.89178	872.516
570	17	750	93	0.581111	73	217	0.253991	82	79	152	0.171436	0.376182	931.796
571	26	801	93	0.240718	103	79	0.275475	67	95	138	0.24311	0.562248	2022.91
572	19	810	84	0.870995	89	230	0.671606	81	64	113	0.775262	6.22535	1235.12
573	20	812	74	0.35701	74	83	0.526865	49	71	85	0.511805	2.84641	1352.56
574	24	799	84	0.276989	62	130	0.270601	49	94	178	0.611065	2.99057	1587.62
575	13	820	79	0.633171	122	58	0.438176	46	142	102	0.126098	1.79897	1136.51
576	16	784	88	0.875542	80	145	0.684393	87	114	139	0.417588	2.54294	948.988
577	24	759	89	0.831274	63	54	0.222237	93	73	137	0.218822	1.13394	1235.44
578	25	829	93	0.763936	55	221	0.479155	88	123	165	0.124984	0.929742	2194.32
579	26	835	76	0.868862	87	61	0.494057	61	82	82	0.716286	4.71329	1993.31
580	21	822	74	0.508719	96	193	0.276765	59	161	93	0.799596	8.92904	1648.31
581	12	819	86	0.464048	69	170	0.140875	70	174	84	0.577198	1.44808	1035.3
582	25	799	93	0.75349	70	158	0.540507	36	99	166	0.655887	1.44793	1752.18
583	21	781	83	0.623684	59	107	0.414575	51	70	98	0.603672	2.96702	1194.95
584	16	842	90	0.534046	98	206	0.482662	98	106	146	0.754305	0.00926024	1509.04
585	11	774	72	0.890665	80	195	0.615601	34	158	166	0.720255	8.85823	674.278
586	12	784	72	0.914269	87	165	0.588894	93	142	96	0.629574	6.34192	770.311
587	25	793	74	0.807673	98	133	0.463145	39	90	156	0.0170474	10.2631	1195.34
588	24	785	71	0.233305	87	92	0.239917	57	78	85	0.0576669	3.10975	1493.83
589	15	748	73	0.341457	107	154	0.634049	52	152	97	0.703045	5.03044	736.772
590	19	747	81	0.854853	93	227	0.696098	77	165	118	0.380428	7.82478	852.101
591	18	789	80	0.905459	121	247	0.261738	99	78	157	0.153603	7.83856	1039.24
592	25	786	91	0.432661	77	160	0.661395	78	163	96	0.322305	1.56807	1777.01
593	15	750	81	0.873672	97	87	0.311921	86	112	126	0.216271	1.85627	722.695
594	26	841	79	0.615844	89	183	0.548045	59	79	103	0.60703	12.1123	2430.53
595	24	840	71	0.44891	105	90	0.637286	83	178	169	0.574269	3.49196	2077.77
596	18	840	79	0.358287	58	162	0.102849	73	158	77	0.277617	2.23924	1478.28
597	21	783	74	0.256903	73	128	0.146433	73	89	151	0.66936	2.59431	1278.18
598	11	831	80	0.239225	70	50	0.431151	95	161	106	0.663302	0.696047	1181.49
599	24	789	84	0.938776	117	96	0.302671	72	173	169	0.695901	3.62469	1493.4
600	23	757	92	0.852274	57	230	0.359342	36	161	95	0.752307	2.64934	1302.44
601	21	823	90	0.745958	101	161	0.187052	43	63	82	0.589276	0.629767	1657.55
602	10	815	75	0.336356	109	239	0.280632	34	110	158	0.594557	6.42019	999.554
603	11	806	87	0.596374	65	233	0.597499	53	155	168	0.112386	2.82589	867.636
604	19	777	93	0.916146	65	89	0.632439	65	93	75	0.440119	0.334487	1137.78
605	26	793	92	0.866516	109	233	0.33307	64	139	102	0.284945	2.71137	1885.85
