Onset	ProbabilitySum
22/07/1996	0.541
25/07/1996	0.5416
26/07/1996	0.5423
28/07/1996	0.5429
22/07/1996	0.5436
24/07/1996	0.5442
27/07/1996	0.5449
25/07/1996	0.5455
24/07/1996	0.5462
21/07/1996	0.5468
22/07/1996	0.5475
27/07/1996	0.5481
26/07/1996	0.5488
25/07/1996	0.5494
26/07/1996	0.5501
20/07/1996	0.5507
22/07/1996	0.5514
24/07/1996	0.552
28/07/1996	0.5527
26/07/1996	0.5533
04/08/1996	0.554
03/08/1996	0.5546
31/07/1996	0.5553
02/08/1996	0.5559
02/08/1996	0.5566
30/07/1996	0.5572
03/08/1996	0.5579
30/07/1996	0.5585
01/08/1996	0.5592
03/08/1996	0.5598
02/08/1996	0.5605
01/08/1996	0.5611
31/07/1996	0.5618
28/07/1996	0.5624
27/07/1996	0.5631
30/07/1996	0.5637
29/07/1996	0.5644
02/08/1996	0.565
01/08/1996	0.5657
03/08/1996	0.5663
02/08/1996	0.567
30/07/1996	0.5676
06/08/1996	0.5683
02/08/1996	0.5689
03/08/1996	0.5696
04/08/1996	0.5702
03/08/1996	0.5709
03/08/1996	0.5715
07/08/1996	0.5722
01/08/1996	0.5728
01/08/1996	0.5735
05/08/1996	0.5741
02/08/1996	0.5748
01/08/1996	0.5754
02/08/1996	0.5761
06/08/1996	0.5767
01/08/1996	0.5774
01/08/1996	0.578
01/08/1996	0.5787
07/08/1996	0.5793
01/08/1996	0.58
06/08/1996	0.5806
03/08/1996	0.5813
30/07/1996	0.5819
25/07/1996	0.5826
25/07/1996	0.5832
23/07/1996	0.5839
29/07/1996	0.5845
31/07/1996	0.5852
31/07/1996	0.5858
27/07/1996	0.5865
31/07/1996	0.5871
28/07/1996	0.5878
23/07/1996	0.5884
22/07/1996	0.5891
20/07/1996	0.5897
21/07/1996	0.5904
21/07/1996	0.591
23/07/1996	0.5917
24/07/1996	0.5923
22/07/1996	0.593
22/07/1996	0.5936
24/07/1996	0.5943
22/07/1996	0.5949
24/07/1996	0.5956
27/07/1996	0.5962
22/07/1996	0.5969
25/07/1996	0.5975
23/07/1996	0.5982
30/07/1996	0.5988
25/07/1996	0.5995
25/07/1996	0.6001
23/07/1996	0.6008
29/07/1996	0.6014
31/07/1996	0.6021
31/07/1996	0.6027
27/07/1996	0.6034
31/07/1996	0.604
28/07/1996	0.6047
25/07/1996	0.6053
24/07/1996	0.606
24/07/1996	0.6066
26/07/1996	0.6073
27/07/1996	0.6079
29/07/1996	0.6086
31/07/1996	0.6092
29/07/1996	0.6099
26/07/1996	0.6105
01/08/1996	0.6112
28/07/1996	0.6118
01/08/1996	0.6125
01/08/1996	0.6131
25/07/1996	0.6138
01/08/1996	0.6144
28/07/1996	0.6151
25/07/1996	0.6157
23/07/1996	0.6164
22/07/1996	0.617
20/07/1996	0.6177
24/07/1996	0.6183
28/07/1996	0.619
28/07/1996	0.6196
24/07/1996	0.6203
25/07/1996	0.6209
22/07/1996	0.6216
21/07/1996	0.6222
21/07/1996	0.6229
22/07/1996	0.6235
22/07/1996	0.6242
23/07/1996	0.6248
22/07/1996	0.6255
21/07/1996	0.6261
20/07/1996	0.6268
20/07/1996	0.6274
22/07/1996	0.6281
23/07/1996	0.6287
21/07/1996	0.6294
22/07/1996	0.63
22/07/1996	0.6307
23/07/1996	0.6313
20/07/1996	0.632
22/07/1996	0.6326
22/07/1996	0.6333
24/07/1996	0.6339
23/07/1996	0.6346
26/07/1996	0.6352
22/07/1996	0.6359
24/07/1996	0.6365
24/07/1996	0.6372
21/07/1996	0.6378
22/07/1996	0.6385
21/07/1996	0.6391
23/07/1996	0.6398
22/07/1996	0.6404
24/07/1996	0.6411
20/07/1996	0.6417
20/07/1996	0.6424
21/07/1996	0.643
20/07/1996	0.6437
20/07/1996	0.6443
20/07/1996	0.645
18/07/1996	0.6456
19/07/1996	0.6463
18/07/1996	0.6469
19/07/1996	0.6476
20/07/1996	0.6482
17/07/1996	0.6489
21/07/1996	0.6495
20/07/1996	0.6502
20/07/1996	0.6508
18/07/1996	0.6515
21/07/1996	0.6521
20/07/1996	0.6528
21/07/1996	0.6534
18/07/1996	0.6541
21/07/1996	0.6547
19/07/1996	0.6554
20/07/1996	0.656
20/07/1996	0.6567
19/07/1996	0.6573
19/07/1996	0.658
20/07/1996	0.6586
20/07/1996	0.6593
21/07/1996	0.6599
20/07/1996	0.6606
22/07/1996	0.6612
22/07/1996	0.6619
22/07/1996	0.6625
22/07/1996	0.6632
22/07/1996	0.6638
22/07/1996	0.6645
20/07/1996	0.6651
19/07/1996	0.6658
18/07/1996	0.6664
20/07/1996	0.6671
20/07/1996	0.6678
18/07/1996	0.6684
20/07/1996	0.6691
19/07/1996	0.6697
20/07/1996	0.6704
17/07/1996	0.671
20/07/1996	0.6717
20/07/1996	0.6723
21/07/1996	0.673
18/07/1996	0.6736
19/07/1996	0.6743
18/07/1996	0.6749
20/07/1996	0.6756
20/07/1996	0.6762
18/07/1996	0.6769
19/07/1996	0.6775
19/07/1996	0.6782
20/07/1996	0.6788
21/07/1996	0.6795
21/07/1996	0.6801
13/07/1996	0.6808
17/07/1996	0.6814
17/07/1996	0.6821
17/07/1996	0.6827
18/07/1996	0.6834
16/07/1996	0.684
14/07/1996	0.6847
15/07/1996	0.6853
13/07/1996	0.686
14/07/1996	0.6866
17/07/1996	0.6873
14/07/1996	0.6879
17/07/1996	0.6886
16/07/1996	0.6892
17/07/1996	0.6899
14/07/1996	0.6905
17/07/1996	0.6912
17/07/1996	0.6918
16/07/1996	0.6925
14/07/1996	0.6931
16/07/1996	0.6938
14/07/1996	0.6944
17/07/1996	0.6951
16/07/1996	0.6957
14/07/1996	0.6964
16/07/1996	0.697
15/07/1996	0.6977
16/07/1996	0.6983
17/07/1996	0.699
17/07/1996	0.6996
28/07/1996	0.7003
29/07/1996	0.7009
03/08/1996	0.7016
04/08/1996	0.7022
05/08/1996	0.7029
03/08/1996	0.7035
29/07/1996	0.7042
28/07/1996	0.7048
30/07/1996	0.7055
02/08/1996	0.7061
30/07/1996	0.7068
01/08/1996	0.7074
31/07/1996	0.7081
02/08/1996	0.7087
29/07/1996	0.7094
30/07/1996	0.71
29/07/1996	0.7107
30/07/1996	0.7113
02/08/1996	0.712
01/08/1996	0.7126
29/07/1996	0.7133
30/07/1996	0.7139
04/08/1996	0.7146
01/08/1996	0.7152
01/08/1996	0.7159
30/07/1996	0.7165
27/07/1996	0.7172
30/07/1996	0.7178
26/07/1996	0.7185
28/07/1996	0.7191
01/08/1996	0.7198
28/07/1996	0.7204
29/07/1996	0.7211
29/07/1996	0.7217
31/07/1996	0.7224
27/07/1996	0.723
29/07/1996	0.7237
28/07/1996	0.7243
01/08/1996	0.725
25/07/1996	0.7256
29/07/1996	0.7263
28/07/1996	0.7269
29/07/1996	0.7276
28/07/1996	0.7282
27/07/1996	0.7289
29/07/1996	0.7295
27/07/1996	0.7302
29/07/1996	0.7308
31/07/1996	0.7315
01/08/1996	0.7321
21/07/1996	0.7328
23/07/1996	0.7334
22/07/1996	0.7341
24/07/1996	0.7347
21/07/1996	0.7354
22/07/1996	0.736
22/07/1996	0.7367
22/07/1996	0.7373
22/07/1996	0.738
22/07/1996	0.7386
26/07/1996	0.7393
25/07/1996	0.7399
22/07/1996	0.7406
21/07/1996	0.7412
24/07/1996	0.7419
26/07/1996	0.7425
22/07/1996	0.7432
26/07/1996	0.7438
22/07/1996	0.7445
22/07/1996	0.7451
25/07/1996	0.7458
21/07/1996	0.7464
25/07/1996	0.7471
26/07/1996	0.7477
27/07/1996	0.7484
23/07/1996	0.749
22/07/1996	0.7497
24/07/1996	0.7503
22/07/1996	0.751
24/07/1996	0.7516
22/07/1996	0.7523
20/07/1996	0.7529
21/07/1996	0.7536
21/07/1996	0.7542
22/07/1996	0.7549
20/07/1996	0.7555
21/07/1996	0.7562
20/07/1996	0.7568
21/07/1996	0.7575
20/07/1996	0.7581
20/07/1996	0.7588
21/07/1996	0.7594
21/07/1996	0.7601
20/07/1996	0.7607
19/07/1996	0.7614
21/07/1996	0.762
22/07/1996	0.7627
21/07/1996	0.7633
22/07/1996	0.764
20/07/1996	0.7646
20/07/1996	0.7653
22/07/1996	0.7659
20/07/1996	0.7666
21/07/1996	0.7672
22/07/1996	0.7679
24/07/1996	0.7685
21/07/1996	0.7692
22/07/1996	0.7698
22/07/1996	0.7705
21/07/1996	0.7711
23/07/1996	0.7718
21/07/1996	0.7724
20/07/1996	0.7731
22/07/1996	0.7737
21/07/1996	0.7744
24/07/1996	0.775
20/07/1996	0.7757
24/07/1996	0.7763
22/07/1996	0.777
24/07/1996	0.7776
20/07/1996	0.7783
20/07/1996	0.7789
25/07/1996	0.7796
24/07/1996	0.7802
20/07/1996	0.7809
20/07/1996	0.7815
22/07/1996	0.7822
25/07/1996	0.7828
22/07/1996	0.7835
19/07/1996	0.7841
21/07/1996	0.7848
21/07/1996	0.7854
21/07/1996	0.7861
18/07/1996	0.7867
20/07/1996	0.7874
21/07/1996	0.788
21/07/1996	0.7887
20/07/1996	0.7893
20/07/1996	0.79
21/07/1996	0.7906
21/07/1996	0.7913
18/07/1996	0.7919
18/07/1996	0.7926
21/07/1996	0.7932
21/07/1996	0.7939
21/07/1996	0.7945
21/07/1996	0.7952
20/07/1996	0.7958
21/07/1996	0.7965
21/07/1996	0.7971
18/07/1996	0.7978
21/07/1996	0.7984
21/07/1996	0.7991
21/07/1996	0.7997
21/07/1996	0.8004
20/07/1996	0.801
21/07/1996	0.8017
20/07/1996	0.8023
21/07/1996	0.803
20/07/1996	0.8036
17/07/1996	0.8043
18/07/1996	0.8049
18/07/1996	0.8056
19/07/1996	0.8062
16/07/1996	0.8069
19/07/1996	0.8075
18/07/1996	0.8082
19/07/1996	0.8088
18/07/1996	0.8095
18/07/1996	0.8101
20/07/1996	0.8108
20/07/1996	0.8114
17/07/1996	0.8121
16/07/1996	0.8127
18/07/1996	0.8134
19/07/1996	0.814
17/07/1996	0.8147
19/07/1996	0.8153
20/07/1996	0.816
20/07/1996	0.8166
22/07/1996	0.8173
19/07/1996	0.8179
21/07/1996	0.8186
21/07/1996	0.8192
20/07/1996	0.8199
21/07/1996	0.8205
20/07/1996	0.8212
22/07/1996	0.8218
21/07/1996	0.8225
19/07/1996	0.8231
18/07/1996	0.8238
22/07/1996	0.8244
22/07/1996	0.8251
22/07/1996	0.8257
22/07/1996	0.8264
17/07/1996	0.827
20/07/1996	0.8277
22/07/1996	0.8283
17/07/1996	0.829
22/07/1996	0.8296
21/07/1996	0.8303
22/07/1996	0.8309
20/07/1996	0.8316
17/07/1996	0.8322
21/07/1996	0.8329
18/07/1996	0.8336
22/07/1996	0.8342
19/07/1996	0.8349
27/07/1996	0.8355
27/07/1996	0.8362
28/07/1996	0.8368
29/07/1996	0.8375
25/07/1996	0.8381
28/07/1996	0.8388
28/07/1996	0.8394
27/07/1996	0.8401
26/07/1996	0.8407
27/07/1996	0.8414
29/07/1996	0.842
28/07/1996	0.8427
26/07/1996	0.8433
23/07/1996	0.844
28/07/1996	0.8446
30/07/1996	0.8453
30/07/1996	0.8459
28/07/1996	0.8466
30/07/1996	0.8472
31/07/1996	0.8479
03/08/1996	0.8485
01/08/1996	0.8492
01/08/1996	0.8498
28/07/1996	0.8505
01/08/1996	0.8511
05/08/1996	0.8518
31/07/1996	0.8524
30/07/1996	0.8531
01/08/1996	0.8537
05/08/1996	0.8544
02/08/1996	0.855
30/07/1996	0.8557
29/07/1996	0.8563
31/07/1996	0.857
03/08/1996	0.8576
03/08/1996	0.8583
20/07/1996	0.8589
23/07/1996	0.8596
19/07/1996	0.8602
25/07/1996	0.8609
22/07/1996	0.8615
21/07/1996	0.8622
22/07/1996	0.8628
26/07/1996	0.8635
25/07/1996	0.8641
25/07/1996	0.8648
22/07/1996	0.8654
22/07/1996	0.8661
22/07/1996	0.8667
21/07/1996	0.8674
20/07/1996	0.868
22/07/1996	0.8687
21/07/1996	0.8693
22/07/1996	0.87
21/07/1996	0.8706
22/07/1996	0.8713
26/07/1996	0.8719
20/07/1996	0.8726
21/07/1996	0.8732
19/07/1996	0.8739
21/07/1996	0.8745
21/07/1996	0.8752
21/07/1996	0.8758
21/07/1996	0.8765
20/07/1996	0.8771
21/07/1996	0.8778
21/07/1996	0.8784
21/07/1996	0.8791
21/07/1996	0.8797
22/07/1996	0.8804
21/07/1996	0.881
20/07/1996	0.8817
21/07/1996	0.8823
20/07/1996	0.883
21/07/1996	0.8836
20/07/1996	0.8843
21/07/1996	0.8849
21/07/1996	0.8856
18/07/1996	0.8862
20/07/1996	0.8869
18/07/1996	0.8875
20/07/1996	0.8882
20/07/1996	0.8888
20/07/1996	0.8895
20/07/1996	0.8901
21/07/1996	0.8908
21/07/1996	0.8914
21/07/1996	0.8921
19/07/1996	0.8927
20/07/1996	0.8934
19/07/1996	0.894
19/07/1996	0.8947
18/07/1996	0.8953
20/07/1996	0.896
20/07/1996	0.8966
20/07/1996	0.8973
18/07/1996	0.8979
19/07/1996	0.8986
20/07/1996	0.8992
22/07/1996	0.8999
24/07/1996	0.9005
21/07/1996	0.9012
25/07/1996	0.9018
24/07/1996	0.9025
22/07/1996	0.9031
23/07/1996	0.9038
27/07/1996	0.9044
25/07/1996	0.9051
24/07/1996	0.9057
22/07/1996	0.9064
23/07/1996	0.907
22/07/1996	0.9077
20/07/1996	0.9083
22/07/1996	0.909
21/07/1996	0.9096
22/07/1996	0.9103
22/07/1996	0.9109
21/07/1996	0.9116
24/07/1996	0.9122
23/07/1996	0.9129
23/07/1996	0.9135
22/07/1996	0.9142
22/07/1996	0.9148
27/07/1996	0.9155
22/07/1996	0.9161
25/07/1996	0.9168
24/07/1996	0.9174
24/07/1996	0.9181
22/07/1996	0.9187
22/07/1996	0.9194
25/07/1996	0.92
21/07/1996	0.9207
22/07/1996	0.9213
22/07/1996	0.922
22/07/1996	0.9226
22/07/1996	0.9233
22/07/1996	0.9239
22/07/1996	0.9246
20/07/1996	0.9252
22/07/1996	0.9259
22/07/1996	0.9265
24/07/1996	0.9272
23/07/1996	0.9278
25/07/1996	0.9285
20/07/1996	0.9291
21/07/1996	0.9298
20/07/1996	0.9304
21/07/1996	0.9311
21/07/1996	0.9317
20/07/1996	0.9324
22/07/1996	0.933
20/07/1996	0.9337
21/07/1996	0.9343
20/07/1996	0.935
20/07/1996	0.9356
21/07/1996	0.9363
20/07/1996	0.9369
20/07/1996	0.9376
19/07/1996	0.9382
20/07/1996	0.9389
20/07/1996	0.9395
22/07/1996	0.9402
21/07/1996	0.9408
21/07/1996	0.9415
22/07/1996	0.9421
21/07/1996	0.9428
21/07/1996	0.9434
20/07/1996	0.9441
22/07/1996	0.9447
22/07/1996	0.9454
22/07/1996	0.946
22/07/1996	0.9467
22/07/1996	0.9473
21/07/1996	0.948
22/07/1996	0.9486
21/07/1996	0.9493
22/07/1996	0.9499
22/07/1996	0.9506
22/07/1996	0.9512
20/07/1996	0.9519
21/07/1996	0.9525
21/07/1996	0.9532
21/07/1996	0.9538
22/07/1996	0.9545
24/07/1996	0.9551
21/07/1996	0.9558
21/07/1996	0.9564
22/07/1996	0.9571
20/07/1996	0.9577
17/07/1996	0.9584
18/07/1996	0.959
18/07/1996	0.9597
19/07/1996	0.9603
21/07/1996	0.961
21/07/1996	0.9616
20/07/1996	0.9623
20/07/1996	0.9629
18/07/1996	0.9636
19/07/1996	0.9642
17/07/1996	0.9649
20/07/1996	0.9655
21/07/1996	0.9662
19/07/1996	0.9668
17/07/1996	0.9675
18/07/1996	0.9681
19/07/1996	0.9688
19/07/1996	0.9694
21/07/1996	0.9701
21/07/1996	0.9707
18/07/1996	0.9714
18/07/1996	0.972
21/07/1996	0.9727
24/07/1996	0.9733
24/07/1996	0.974
22/07/1996	0.9746
21/07/1996	0.9753
22/07/1996	0.9759
26/07/1996	0.9766
22/07/1996	0.9772
28/07/1996	0.9779
28/07/1996	0.9785
29/07/1996	0.9792
29/07/1996	0.9798
25/07/1996	0.9805
26/07/1996	0.9811
23/07/1996	0.9818
21/07/1996	0.9824
19/07/1996	0.9831
19/07/1996	0.9837
17/07/1996	0.9844
19/07/1996	0.985
20/07/1996	0.9857
20/07/1996	0.9863
21/07/1996	0.987
21/07/1996	0.9876
21/07/1996	0.9883
21/07/1996	0.9889
21/07/1996	0.9896
21/07/1996	0.9902
19/07/1996	0.9909
25/07/1996	0.9915
23/07/1996	0.9922
22/07/1996	0.9928
22/07/1996	0.9935
23/07/1996	0.9941
26/07/1996	0.9948
25/07/1996	0.9954
29/07/1996	0.9961
27/07/1996	0.9967
27/07/1996	0.9974
28/07/1996	0.998
26/07/1996	0.9987
27/07/1996	0.9993
22/07/1996	1
16/07/1997	8e-04
19/07/1997	0.0016
18/07/1997	0.0024
20/07/1997	0.0032
20/07/1997	0.004
23/07/1997	0.0048
17/07/1997	0.0056
20/07/1997	0.0064
17/07/1997	0.0072
19/07/1997	0.008
17/07/1997	0.0088
18/07/1997	0.0096
18/07/1997	0.0104
18/07/1997	0.0112
16/07/1997	0.012
19/07/1997	0.0128
22/07/1997	0.0136
21/07/1997	0.0144
19/07/1997	0.0152
19/07/1997	0.016
20/07/1997	0.0168
19/07/1997	0.0176
19/07/1997	0.0184
18/07/1997	0.0192
23/07/1997	0.02
19/07/1997	0.0208
27/07/1997	0.0216
30/07/1997	0.0224
28/07/1997	0.0232
30/07/1997	0.024
31/07/1997	0.0248
31/07/1997	0.0256
25/07/1997	0.0264
29/07/1997	0.0272
26/07/1997	0.028
29/07/1997	0.0288
26/07/1997	0.0296
24/07/1997	0.0304
27/07/1997	0.0312
24/07/1997	0.0321
22/07/1997	0.0329
24/07/1997	0.0337
27/07/1997	0.0345
28/07/1997	0.0353
26/07/1997	0.0361
25/07/1997	0.0369
28/07/1997	0.0377
28/07/1997	0.0385
29/07/1997	0.0393
26/07/1997	0.0401
30/07/1997	0.0409
27/07/1997	0.0417
29/07/1997	0.0425
28/07/1997	0.0433
29/07/1997	0.0441
30/07/1997	0.0449
31/07/1997	0.0457
24/07/1997	0.0465
30/07/1997	0.0473
28/07/1997	0.0481
29/07/1997	0.0489
27/07/1997	0.0497
23/07/1997	0.0505
28/07/1997	0.0513
25/07/1997	0.0521
24/07/1997	0.0529
25/07/1997	0.0537
31/07/1997	0.0545
29/07/1997	0.0553
28/07/1997	0.0561
25/07/1997	0.0569
28/07/1997	0.0577
27/07/1997	0.0585
29/07/1997	0.0593
24/07/1997	0.0601
01/08/1997	0.0609
23/07/1997	0.0617
24/07/1997	0.0625
25/07/1997	0.0633
26/07/1997	0.0641
30/07/1997	0.0649
28/07/1997	0.0657
23/07/1997	0.0665
27/07/1997	0.0673
26/07/1997	0.0681
27/07/1997	0.0689
26/07/1997	0.0697
23/07/1997	0.0705
23/07/1997	0.0713
23/07/1997	0.0721
23/07/1997	0.0729
24/07/1997	0.0737
29/07/1997	0.0745
27/07/1997	0.0753
23/07/1997	0.0761
23/07/1997	0.0769
28/07/1997	0.0777
26/07/1997	0.0785
26/07/1997	0.0793
23/07/1997	0.0801
29/07/1997	0.0809
23/07/1997	0.0817
23/07/1997	0.0825
25/07/1997	0.0833
25/07/1997	0.0841
26/07/1997	0.0849
27/07/1997	0.0857
21/07/1997	0.0865
25/07/1997	0.0873
23/07/1997	0.0881
27/07/1997	0.0889
25/07/1997	0.0897
22/07/1997	0.0905
23/07/1997	0.0913
23/07/1997	0.0921
21/07/1997	0.0929
23/07/1997	0.0938
26/07/1997	0.0946
26/07/1997	0.0954
23/07/1997	0.0962
24/07/1997	0.097
25/07/1997	0.0978
24/07/1997	0.0986
23/07/1997	0.0994
23/07/1997	0.1002
28/07/1997	0.101
30/07/1997	0.1018
01/08/1997	0.1026
01/08/1997	0.1034
31/07/1997	0.1042
02/08/1997	0.105
02/08/1997	0.1058
27/07/1997	0.1066
01/08/1997	0.1074
30/07/1997	0.1082
31/07/1997	0.109
29/07/1997	0.1098
26/07/1997	0.1106
29/07/1997	0.1114
28/07/1997	0.1122
26/07/1997	0.113
27/07/1997	0.1138
30/07/1997	0.1146
31/07/1997	0.1154
30/07/1997	0.1162
27/07/1997	0.117
02/08/1997	0.1178
31/07/1997	0.1186
03/08/1997	0.1194
27/07/1997	0.1202
03/08/1997	0.121
18/07/1997	0.1218
19/07/1997	0.1226
18/07/1997	0.1234
20/07/1997	0.1242
21/07/1997	0.125
25/07/1997	0.1258
17/07/1997	0.1266
20/07/1997	0.1274
18/07/1997	0.1282
20/07/1997	0.129
17/07/1997	0.1298
17/07/1997	0.1306
19/07/1997	0.1314
16/07/1997	0.1322
15/07/1997	0.133
17/07/1997	0.1338
20/07/1997	0.1346
23/07/1997	0.1354
17/07/1997	0.1362
19/07/1997	0.137
19/07/1997	0.1378
19/07/1997	0.1386
19/07/1997	0.1394
16/07/1997	0.1402
22/07/1997	0.141
20/07/1997	0.1418
23/07/1997	0.1426
21/07/1997	0.1434
22/07/1997	0.1442
22/07/1997	0.145
24/07/1997	0.1458
21/07/1997	0.1466
23/07/1997	0.1474
21/07/1997	0.1482
23/07/1997	0.149
21/07/1997	0.1498
19/07/1997	0.1506
22/07/1997	0.1514
21/07/1997	0.1522
17/07/1997	0.153
20/07/1997	0.1538
22/07/1997	0.1546
23/07/1997	0.1554
21/07/1997	0.1562
22/07/1997	0.1571
23/07/1997	0.1579
22/07/1997	0.1587
23/07/1997	0.1595
21/07/1997	0.1603
24/07/1997	0.1611
28/07/1997	0.1619
26/07/1997	0.1627
29/07/1997	0.1635
30/07/1997	0.1643
30/07/1997	0.1651
29/07/1997	0.1659
25/07/1997	0.1667
26/07/1997	0.1675
25/07/1997	0.1683
25/07/1997	0.1691
25/07/1997	0.1699
25/07/1997	0.1707
29/07/1997	0.1715
27/07/1997	0.1723
28/07/1997	0.1731
27/07/1997	0.1739
28/07/1997	0.1747
28/07/1997	0.1755
28/07/1997	0.1763
28/07/1997	0.1771
27/07/1997	0.1779
28/07/1997	0.1787
26/07/1997	0.1795
26/07/1997	0.1803
26/07/1997	0.1811
25/07/1997	0.1819
26/07/1997	0.1827
20/07/1997	0.1835
23/07/1997	0.1843
21/07/1997	0.1851
23/07/1997	0.1859
23/07/1997	0.1867
24/07/1997	0.1875
18/07/1997	0.1883
22/07/1997	0.1891
20/07/1997	0.1899
22/07/1997	0.1907
21/07/1997	0.1915
18/07/1997	0.1923
23/07/1997	0.1931
23/07/1997	0.1939
20/07/1997	0.1947
23/07/1997	0.1955
25/07/1997	0.1963
26/07/1997	0.1971
23/07/1997	0.1979
23/07/1997	0.1987
24/07/1997	0.1995
24/07/1997	0.2003
23/07/1997	0.2011
21/07/1997	0.2019
25/07/1997	0.2027
23/07/1997	0.2035
23/07/1997	0.2043
23/07/1997	0.2051
23/07/1997	0.2059
23/07/1997	0.2067
23/07/1997	0.2075
22/07/1997	0.2083
22/07/1997	0.2091
22/07/1997	0.2099
26/07/1997	0.2107
26/07/1997	0.2115
26/07/1997	0.2123
28/07/1997	0.2131
28/07/1997	0.2139
29/07/1997	0.2147
28/07/1997	0.2155
19/07/1997	0.2163
24/07/1997	0.2171
18/07/1997	0.2179
19/07/1997	0.2188
19/07/1997	0.2196
20/07/1997	0.2204
19/07/1997	0.2212
19/07/1997	0.222
25/07/1997	0.2228
20/07/1997	0.2236
19/07/1997	0.2244
20/07/1997	0.2252
19/07/1997	0.226
22/07/1997	0.2268
27/07/1997	0.2276
23/07/1997	0.2284
22/07/1997	0.2292
20/07/1997	0.23
24/07/1997	0.2308
23/07/1997	0.2316
19/07/1997	0.2324
19/07/1997	0.2332
21/07/1997	0.234
20/07/1997	0.2348
19/07/1997	0.2356
20/07/1997	0.2364
22/07/1997	0.2372
18/07/1997	0.238
23/07/1997	0.2388
20/07/1997	0.2396
18/07/1997	0.2404
23/07/1997	0.2412
17/07/1997	0.242
21/07/1997	0.2428
19/07/1997	0.2436
19/07/1997	0.2444
18/07/1997	0.2452
18/07/1997	0.246
22/07/1997	0.2468
20/07/1997	0.2476
19/07/1997	0.2484
19/07/1997	0.2492
16/07/1997	0.25
20/07/1997	0.2508
23/07/1997	0.2516
23/07/1997	0.2524
20/07/1997	0.2532
18/07/1997	0.254
23/07/1997	0.2548
23/07/1997	0.2556
18/07/1997	0.2564
18/07/1997	0.2572
20/07/1997	0.258
20/07/1997	0.2588
17/07/1997	0.2596
19/07/1997	0.2604
22/07/1997	0.2612
20/07/1997	0.262
20/07/1997	0.2628
26/07/1997	0.2636
30/07/1997	0.2644
28/07/1997	0.2652
30/07/1997	0.266
25/07/1997	0.2668
28/07/1997	0.2676
25/07/1997	0.2684
26/07/1997	0.2692
31/07/1997	0.27
29/07/1997	0.2708
27/07/1997	0.2716
28/07/1997	0.2724
26/07/1997	0.2732
31/07/1997	0.274
31/07/1997	0.2748
30/07/1997	0.2756
27/07/1997	0.2764
25/07/1997	0.2772
30/07/1997	0.278
31/07/1997	0.2788
25/07/1997	0.2796
26/07/1997	0.2804
28/07/1997	0.2812
29/07/1997	0.2821
25/07/1997	0.2829
27/07/1997	0.2837
28/07/1997	0.2845
26/07/1997	0.2853
27/07/1997	0.2861
29/07/1997	0.2869
31/07/1997	0.2877
29/07/1997	0.2885
29/07/1997	0.2893
26/07/1997	0.2901
29/07/1997	0.2909
25/07/1997	0.2917
27/07/1997	0.2925
01/08/1997	0.2933
29/07/1997	0.2941
28/07/1997	0.2949
28/07/1997	0.2957
26/07/1997	0.2965
27/07/1997	0.2973
02/08/1997	0.2981
30/07/1997	0.2989
30/07/1997	0.2997
27/07/1997	0.3005
01/08/1997	0.3013
30/07/1997	0.3021
27/07/1997	0.3029
28/07/1997	0.3037
29/07/1997	0.3045
29/07/1997	0.3053
25/07/1997	0.3061
28/07/1997	0.3069
30/07/1997	0.3077
31/07/1997	0.3085
01/08/1997	0.3093
30/07/1997	0.3101
24/07/1997	0.3109
25/07/1997	0.3117
24/07/1997	0.3125
23/07/1997	0.3133
24/07/1997	0.3141
25/07/1997	0.3149
24/07/1997	0.3157
23/07/1997	0.3165
27/07/1997	0.3173
25/07/1997	0.3181
25/07/1997	0.3189
24/07/1997	0.3197
24/07/1997	0.3205
25/07/1997	0.3213
27/07/1997	0.3221
26/07/1997	0.3229
26/07/1997	0.3237
25/07/1997	0.3245
27/07/1997	0.3253
26/07/1997	0.3261
24/07/1997	0.3269
24/07/1997	0.3277
25/07/1997	0.3285
26/07/1997	0.3293
25/07/1997	0.3301
26/07/1997	0.3309
25/07/1997	0.3317
25/07/1997	0.3325
26/07/1997	0.3333
27/07/1997	0.3341
25/07/1997	0.3349
26/07/1997	0.3357
25/07/1997	0.3365
29/07/1997	0.3373
27/07/1997	0.3381
28/07/1997	0.3389
26/07/1997	0.3397
27/07/1997	0.3405
28/07/1997	0.3413
26/07/1997	0.3421
29/07/1997	0.3429
27/07/1997	0.3438
25/07/1997	0.3446
27/07/1997	0.3454
26/07/1997	0.3462
27/07/1997	0.347
31/07/1997	0.3478
31/07/1997	0.3486
29/07/1997	0.3494
27/07/1997	0.3502
30/07/1997	0.351
28/07/1997	0.3518
25/07/1997	0.3526
27/07/1997	0.3534
30/07/1997	0.3542
28/07/1997	0.355
25/07/1997	0.3558
27/07/1997	0.3566
29/07/1997	0.3574
27/07/1997	0.3582
29/07/1997	0.359
30/07/1997	0.3598
03/08/1997	0.3606
01/08/1997	0.3614
01/08/1997	0.3622
30/07/1997	0.363
01/08/1997	0.3638
01/08/1997	0.3646
30/07/1997	0.3654
04/08/1997	0.3662
01/08/1997	0.367
29/07/1997	0.3678
29/07/1997	0.3686
29/07/1997	0.3694
02/08/1997	0.3702
05/08/1997	0.371
05/08/1997	0.3718
03/08/1997	0.3726
31/07/1997	0.3734
04/08/1997	0.3742
01/08/1997	0.375
