Date	Time	T	I	N	U
04/01/2017	10:05:00	4.722293377	83.2250824	0.010580858	0.071231968
04/01/2017	11:05:00	4.973818302	85.52313995	0.010562136	0.07020968
04/01/2017	12:05:00	5.249623299	69.57028961	0.010431371	0.085629584
04/01/2017	13:05:00	5.515358925	38.10995865	0.010268558	0.083571027
04/01/2017	14:05:00	5.704479694	2.448043823	0.010157792	0.065890766
04/01/2017	15:05:00	5.834235668	0	0.01007559	0.053809422
04/01/2017	16:05:00	5.881383419	0	0.010077271	0.045009737
04/01/2017	17:05:00	5.82322073	0	0.010105134	0.036895939
04/01/2017	18:05:00	5.724912167	0	0.010068578	0.037182191
04/01/2017	19:05:00	5.624749184	0	0.01005428	0.019843318
04/01/2017	20:05:00	5.528161049	0	0.010083524	0.037154443
04/01/2017	21:05:00	5.449374676	0	0.010120877	0.071253755
04/01/2017	22:05:00	5.376335144	0	0.01012319	0.083066747
04/01/2017	23:05:00	5.309360027	0	0.010054895	0.097811551
05/01/2017	00:05:00	5.222239971	0	0.010007227	0.114567692
05/01/2017	01:05:00	5.080358982	0	0.010088362	0.13873668
05/01/2017	02:05:00	4.926290512	0	0.01020351	0.14399191
05/01/2017	03:05:00	4.782860279	0	0.010248443	0.137726828
05/01/2017	04:05:00	4.632210255	0	0.010293899	0.136564491
05/01/2017	05:05:00	4.485852718	0	0.010287657	0.144390398
05/01/2017	06:05:00	4.350734711	0	0.010242577	0.152557591
05/01/2017	07:05:00	4.304123402	0	0.010175768	0.147023773
05/01/2017	08:05:00	4.351601124	29.01027107	0.010090351	0.138686682
05/01/2017	09:05:00	4.459332466	64.57836914	0.010037483	0.132784395
05/01/2017	10:05:00	4.509082794	85.68367767	0.010027106	0.12509172
05/01/2017	11:05:00	4.55025816	88.69246674	0.009988281	0.107796321
05/01/2017	12:05:00	4.762578964	72.88235474	0.009899691	0.089810074
05/01/2017	13:05:00	4.919187546	40.10388184	0.009826514	0.081482917
05/01/2017	14:05:00	5.025642395	3.143131018	0.009817925	0.083046611
05/01/2017	15:05:00	5.094591141	0	0.009938279	0.095774657
05/01/2017	16:05:00	5.069433212	0	0.010219621	0.109086673
05/01/2017	17:05:00	4.957365036	0	0.010522499	0.120639149
05/01/2017	18:05:00	4.754107952	0	0.010724364	0.133212965
05/01/2017	19:05:00	4.54758358	0	0.010786382	0.141125157
05/01/2017	20:05:00	4.336006165	0	0.010664285	0.138870667
05/01/2017	21:05:00	4.142439365	0	0.010475909	0.132399474
05/01/2017	22:05:00	4.057482719	0	0.010265876	0.12204781
05/01/2017	23:05:00	4.109722137	0	0.010042954	0.108681719
06/01/2017	00:05:00	4.230157375	0	0.009819438	0.094988579
06/01/2017	01:05:00	4.3404603	0	0.009636496	0.08102214
06/01/2017	02:05:00	4.385222435	0	0.009531008	0.073486591
06/01/2017	03:05:00	4.347685814	0	0.009535457	0.076257158
06/01/2017	04:05:00	4.242627621	0	0.009683071	0.089780626
06/01/2017	05:05:00	4.096099854	0	0.009983379	0.104794273
06/01/2017	06:05:00	3.925142527	0	0.010372543	0.121068299
06/01/2017	07:05:00	3.851228714	0	0.010660113	0.131010553
06/01/2017	08:05:00	3.818251371	22.05624771	0.010667914	0.1329552
06/01/2017	09:05:00	3.774802923	50.49590683	0.010479601	0.128744019
06/01/2017	10:05:00	3.833773851	73.26357269	0.010226657	0.121571542
06/01/2017	11:05:00	3.9793396	76.34284973	0.009966472	0.110665447
06/01/2017	12:05:00	4.1612463	52.35249329	0.009733071	0.097802202
06/01/2017	13:05:00	4.327012062	27.13440132	0.009534372	0.08313201
06/01/2017	14:05:00	4.42846489	3.200997591	0.009399979	0.072990689
06/01/2017	15:05:00	4.429076672	0	0.009367562	0.072277895
06/01/2017	16:05:00	4.307367325	0	0.009476642	0.086736961
06/01/2017	17:05:00	4.125322819	0	0.009773052	0.105604938
06/01/2017	18:05:00	3.911571026	0	0.010210852	0.122337842
06/01/2017	19:05:00	3.695954561	0	0.010543226	0.13035607
06/01/2017	20:05:00	3.465197802	0	0.010555642	0.129447655
06/01/2017	21:05:00	3.213696957	0	0.010349446	0.127259758
06/01/2017	22:05:00	2.949694395	0	0.010116827	0.124821722
06/01/2017	23:05:00	2.731886148	0	0.009933621	0.119762873
07/01/2017	00:05:00	2.695931673	0	0.009764584	0.107989586
07/01/2017	01:05:00	2.820479155	0	0.009596739	0.092302213
07/01/2017	02:05:00	2.994066	0	0.009436243	0.076855182
07/01/2017	03:05:00	3.038177729	0	0.009356046	0.073345423
07/01/2017	04:05:00	2.957032681	0	0.009385799	0.075396767
07/01/2017	05:05:00	2.826627731	0	0.009507013	0.075264228
07/01/2017	06:05:00	2.647363901	0	0.009725039	0.07830817
07/01/2017	07:05:00	2.506965876	0	0.010087693	0.086442511
07/01/2017	08:05:00	2.456092119	6.493684769	0.01038321	0.078291838
07/01/2017	09:05:00	2.601294756	23.93805122	0.010416947	0.056577367
07/01/2017	10:05:00	2.8749156	32.9980278	0.010325832	0.028816511
07/01/2017	11:05:00	3.169067144	31.45901489	0.010218695	0.012792526
07/01/2017	12:05:00	3.408157587	22.51074982	0.010156489	0.037351607
07/01/2017	13:05:00	3.568228006	16.86829758	0.010187016	0.079968706
07/01/2017	14:05:00	3.671722889	2.464984894	0.010189465	0.105553635
07/01/2017	15:05:00	3.69673562	0	0.010294784	0.104093163
07/01/2017	16:05:00	3.705876112	0	0.010445096	0.098780217
07/01/2017	17:05:00	3.668061733	0	0.010544084	0.090424079
07/01/2017	18:05:00	3.593105316	0	0.010604722	0.079999708
07/01/2017	19:05:00	3.519690514	0	0.010666395	0.059274331
07/01/2017	20:05:00	3.444500208	0	0.010748012	0.032772254
07/01/2017	21:05:00	3.361983538	0	0.010824196	0.014742954
07/01/2017	22:05:00	3.277715206	0	0.010839016	0.027723039
07/01/2017	23:05:00	3.3288517	0	0.01073285	0.062506562
08/01/2017	00:05:00	3.446234941	0	0.010556275	0.08553159
08/01/2017	01:05:00	3.564681292	0	0.010381472	0.087610112
08/01/2017	02:05:00	3.715568781	0	0.010163827	0.087970469
08/01/2017	03:05:00	3.823251009	0	0.009959441	0.075320965
08/01/2017	04:05:00	3.836265326	0	0.009852368	0.065816777
08/01/2017	05:05:00	3.78719759	0	0.009852902	0.077420425
08/01/2017	06:05:00	3.698769569	0	0.009936468	0.096153109
08/01/2017	07:05:00	3.638973713	0	0.010127723	0.109880363
08/01/2017	08:05:00	3.611913204	13.37047482	0.010323971	0.117497052
08/01/2017	09:05:00	3.620783091	31.52540588	0.010445538	0.12302733
08/01/2017	10:05:00	3.656309128	52.58942032	0.010415703	0.119302856
08/01/2017	11:05:00	3.74345994	51.21227646	0.010229745	0.109514283
08/01/2017	12:05:00	3.875192642	39.25400543	0.01000798	0.099930167
08/01/2017	13:05:00	4.002155304	24.13610077	0.009815448	0.091663637
08/01/2017	14:05:00	4.11748457	3.712890148	0.009629445	0.079502966
08/01/2017	15:05:00	4.207381248	0	0.009456927	0.060461322
08/01/2017	16:05:00	4.24392271	0	0.009347244	0.044567096
08/01/2017	17:05:00	4.205499649	0	0.009344758	0.037381975
08/01/2017	18:05:00	4.093882561	0	0.009523315	0.042644981
08/01/2017	19:05:00	3.980816126	0	0.009971012	0.053858928
08/01/2017	20:05:00	3.874388218	0	0.010602794	0.066281244
08/01/2017	21:05:00	3.773954391	0	0.011165443	0.079097748
08/01/2017	22:05:00	3.651327372	0	0.011428134	0.089298456
08/01/2017	23:05:00	3.488635063	0	0.011215798	0.097845673
09/01/2017	00:05:00	3.356647491	0	0.010750664	0.104092526
09/01/2017	01:05:00	3.301701784	0	0.010270747	0.097298661
09/01/2017	02:05:00	3.368386507	0	0.009789858	0.081416783
09/01/2017	03:05:00	3.495807409	0	0.009368247	0.064572205
09/01/2017	04:05:00	3.5997293	0	0.009090326	0.045759083
09/01/2017	05:05:00	3.644653559	0	0.008947987	0.029313065
09/01/2017	06:05:00	3.590044975	0	0.00896355	0.004736459
09/01/2017	07:05:00	3.529093027	0	0.009230288	0.031694061
09/01/2017	08:05:00	3.499456406	11.10796452	0.009650486	0.048756157
09/01/2017	09:05:00	3.495708466	24.06316757	0.010148122	0.070365435
09/01/2017	10:05:00	3.512603045	35.57103729	0.010536478	0.080528933
09/01/2017	11:05:00	3.548881769	36.85361099	0.010360156	0.087086365
09/01/2017	12:05:00	3.644937754	31.59058189	0.009894272	0.103054262
09/01/2017	13:05:00	3.739418983	20.32974815	0.00942743	0.10300902
09/01/2017	14:05:00	3.880923271	4.252574444	0.008934272	0.092291929
09/01/2017	15:05:00	4.083367825	0	0.008524704	0.075439905
09/01/2017	16:05:00	4.187610149	0	0.008289234	0.055721369
09/01/2017	17:05:00	4.173484325	0	0.00815334	0.046117947
09/01/2017	18:05:00	4.085217476	0	0.008103948	0.040851257
09/01/2017	19:05:00	3.952522755	0	0.008141603	0.054844485
09/01/2017	20:05:00	3.815243006	0	0.008285464	0.077488569
09/01/2017	21:05:00	3.676653385	0	0.00863081	0.109274876
09/01/2017	22:05:00	3.531594038	0	0.009020244	0.124705757
09/01/2017	23:05:00	3.361207008	0	0.009060965	0.129575864
10/01/2017	00:05:00	3.174299717	0	0.008865564	0.127808789
10/01/2017	01:05:00	2.994497299	0	0.008641841	0.120875505
10/01/2017	02:05:00	2.904016256	0	0.008465257	0.111906618
10/01/2017	03:05:00	2.876529455	0	0.00835587	0.099823125
10/01/2017	04:05:00	2.932914495	0	0.008261802	0.08261256
10/01/2017	05:05:00	3.070085287	0	0.008129848	0.064579207
10/01/2017	06:05:00	3.147033691	0	0.008047256	0.048204218
10/01/2017	07:05:00	3.161871195	0	0.008043935	0.040118005
10/01/2017	08:05:00	3.113481522	7.134123325	0.008126741	0.053705244
10/01/2017	09:05:00	3.065052748	18.92402649	0.008332064	0.069839162
10/01/2017	10:05:00	3.04234457	19.30876732	0.008653547	0.087665583
10/01/2017	11:05:00	3.042583466	22.52769279	0.008982453	0.101531678
10/01/2017	12:05:00	3.054430962	17.40126801	0.009083886	0.097107884
10/01/2017	13:05:00	3.161818981	13.22351742	0.008915173	0.082093438
10/01/2017	14:05:00	3.340994596	2.802439451	0.008631373	0.070375494
10/01/2017	15:05:00	3.484378576	0	0.008390958	0.063327241
10/01/2017	16:05:00	3.587407351	0	0.008197472	0.053021371
10/01/2017	17:05:00	3.658027887	0	0.008052494	0.039301824
10/01/2017	18:05:00	3.654554844	0	0.007990106	0.02167084
10/01/2017	19:05:00	3.558766365	0	0.008041769	0.010679741
10/01/2017	20:05:00	3.452159166	0	0.00827397	0.044381476
10/01/2017	21:05:00	3.342067242	0	0.008621282	0.049818998
10/01/2017	22:05:00	3.226667404	0	0.008998036	0.05784011
10/01/2017	23:05:00	3.103053808	0	0.009430195	0.080292829
11/01/2017	00:05:00	2.955227137	0	0.009612999	0.089328628
11/01/2017	01:05:00	2.793521404	0	0.009306858	0.092765586
11/01/2017	02:05:00	2.694648981	0	0.008879494	0.102128314
11/01/2017	03:05:00	2.60768795	0	0.008500538	0.109446907
11/01/2017	04:05:00	2.593663931	0	0.008166376	0.109438331
11/01/2017	05:05:00	2.600545645	0	0.007919715	0.104754912
11/01/2017	06:05:00	2.551493406	0	0.007781389	0.103346114
11/01/2017	07:05:00	2.466251373	0	0.007723091	0.116034918
11/01/2017	08:05:00	2.325866938	13.58344746	0.007759875	0.129668194
11/01/2017	09:05:00	2.226167679	17.19410706	0.007872099	0.123861742
11/01/2017	10:05:00	2.17511487	18.93294716	0.008020064	0.119682012
11/01/2017	11:05:00	2.19491291	34.69972229	0.008165408	0.097425856
11/01/2017	12:05:00	2.317207813	60.43297958	0.008239802	0.063643925
11/01/2017	13:05:00	2.735070705	40.65807343	0.008195699	0.027059555
11/01/2017	14:05:00	3.09544158	6.907034397	0.008200363	0.012587815
11/01/2017	15:05:00	3.185520411	0	0.008414688	0.021246069
11/01/2017	16:05:00	3.156652451	0	0.008833218	0.028883378
11/01/2017	17:05:00	3.089182377	0	0.009258663	0.046837825
11/01/2017	18:05:00	2.983605862	0	0.00956667	0.074791654
11/01/2017	19:05:00	2.886977196	0	0.009744107	0.090229795
11/01/2017	20:05:00	2.804486036	0	0.009782187	0.109716351
11/01/2017	21:05:00	2.810198784	0	0.009594494	0.133295223
11/01/2017	22:05:00	2.883791208	0	0.009411472	0.14784426
11/01/2017	23:05:00	2.943615437	0	0.009297079	0.133422577
12/01/2017	00:05:00	2.948964357	0	0.009225888	0.1061237
12/01/2017	01:05:00	2.929622412	0	0.009183799	0.097135186
12/01/2017	02:05:00	2.923165321	0	0.009149917	0.103257931
12/01/2017	03:05:00	2.921477556	0	0.009132664	0.105224093
12/01/2017	04:05:00	2.90533042	0	0.009136544	0.098449635
12/01/2017	05:05:00	2.88389802	0	0.00914866	0.094316124
12/01/2017	06:05:00	2.879405737	0	0.009155554	0.10540627
12/01/2017	07:05:00	2.912928343	0	0.009155182	0.109728378
12/01/2017	08:05:00	2.954487562	19.35848618	0.009144971	0.099520165
12/01/2017	09:05:00	3.016520262	41.45933914	0.009120718	0.092619226
12/01/2017	10:05:00	3.094275951	57.93416977	0.009083753	0.090875925
12/01/2017	11:05:00	3.178965807	60.54347229	0.009044771	0.085908306
12/01/2017	12:05:00	3.262069225	52.10283661	0.009001512	0.08254439
12/01/2017	13:05:00	3.339068174	28.88362312	0.008943835	0.085549413
12/01/2017	14:05:00	3.40732193	6.181892872	0.008879212	0.100280607
12/01/2017	15:05:00	3.458639622	0	0.008832662	0.100072415
12/01/2017	16:05:00	3.480162859	0	0.00880698	0.090645151
12/01/2017	17:05:00	3.48920989	0	0.008789054	0.088867501
12/01/2017	18:05:00	3.423260212	0	0.008765917	0.093055008
12/01/2017	19:05:00	3.35848999	0	0.008740235	0.09350739
12/01/2017	20:05:00	3.289865494	0	0.008734326	0.081080549
12/01/2017	21:05:00	3.211052179	0	0.008753692	0.070863855
12/01/2017	22:05:00	3.125304461	0	0.00877408	0.060141436
12/01/2017	23:05:00	3.036526442	0	0.008794816	0.051462527
13/01/2017	00:05:00	2.940810204	0	0.008845561	0.034916861
13/01/2017	01:05:00	2.835558891	0	0.008942114	0.021388512
13/01/2017	02:05:00	2.727745295	0	0.009055847	0.012766219
13/01/2017	03:05:00	2.637025833	0	0.009107345	0.005521359
13/01/2017	04:05:00	2.620427847	0	0.009068755	0.021416498
13/01/2017	05:05:00	2.622868538	0	0.009014153	0.01950316
13/01/2017	06:05:00	2.615093231	0	0.008989474	0.015209174
13/01/2017	07:05:00	2.628154278	0	0.008994512	0.013770318
13/01/2017	08:05:00	2.645901442	14.12584591	0.009042521	0.006537005
13/01/2017	09:05:00	2.679738045	29.06429482	0.009157601	0.012794382
13/01/2017	10:05:00	2.739061117	39.16246796	0.009393957	0.036103801
13/01/2017	11:05:00	2.81872654	41.3877449	0.009680114	0.063439861
13/01/2017	12:05:00	2.919188976	35.33657074	0.009900192	0.090712846
13/01/2017	13:05:00	3.004201889	21.01993561	0.010023211	0.112201862
13/01/2017	14:05:00	3.075977087	4.88996172	0.010008598	0.11993787
13/01/2017	15:05:00	3.149954796	0	0.009837915	0.119884959
13/01/2017	16:05:00	3.211555481	0	0.009612231	0.114789735
13/01/2017	17:05:00	3.241508007	0	0.009409416	0.102891935
13/01/2017	18:05:00	3.251242876	0	0.009205903	0.081938221
13/01/2017	19:05:00	3.273004055	0	0.009026523	0.057521217
13/01/2017	20:05:00	3.277023554	0	0.008925554	0.037909507
13/01/2017	21:05:00	3.213545799	0	0.008989492	0.044412964
13/01/2017	22:05:00	3.151522875	0	0.009401595	0.078240552
13/01/2017	23:05:00	3.104920626	0	0.010041009	0.084870613
14/01/2017	00:05:00	3.047562361	0	0.010410685	0.082776774
14/01/2017	01:05:00	2.965907097	0	0.010525869	0.089905802
14/01/2017	02:05:00	2.85227704	0	0.010315612	0.095759712
14/01/2017	03:05:00	2.801517487	0	0.009848627	0.100378754
14/01/2017	04:05:00	2.803640604	0	0.009434736	0.097885181
14/01/2017	05:05:00	2.808614731	0	0.009139689	0.089469545
14/01/2017	06:05:00	2.826176882	0	0.00889927	0.08325068
14/01/2017	07:05:00	2.901233912	0	0.008706306	0.06338969
14/01/2017	08:05:00	3.079521179	34.22809601	0.008539244	0.039354937
14/01/2017	09:05:00	3.255023479	46.83443451	0.008450142	0.03052889
14/01/2017	10:05:00	3.312573671	78.16808319	0.008497252	0.025890086
14/01/2017	11:05:00	3.481024027	95.96191406	0.00866888	0.039232437
14/01/2017	12:05:00	3.720892191	81.34575653	0.0089141	0.049820968
14/01/2017	13:05:00	3.952773809	50.46991348	0.00925123	0.058265745
14/01/2017	14:05:00	4.088931561	10.36310577	0.009610955	0.056633769
14/01/2017	15:05:00	4.094664574	0	0.009938411	0.051419855
14/01/2017	16:05:00	4.06738615	0	0.010182076	0.045073033
14/01/2017	17:05:00	4.001966	0	0.010301395	0.051278897
14/01/2017	18:05:00	3.902344227	0	0.010304279	0.062279997
14/01/2017	19:05:00	3.804531574	0	0.01023029	0.071612489
14/01/2017	20:05:00	3.714417458	0	0.01009368	0.078703749
14/01/2017	21:05:00	3.62653327	0	0.009979346	0.070510818
14/01/2017	22:05:00	3.545781851	0	0.009966197	0.045214302
14/01/2017	23:05:00	3.464468479	0	0.010073219	0.016453546
15/01/2017	00:05:00	3.376856089	0	0.01032451	0.023088311
15/01/2017	01:05:00	3.276646376	0	0.010598022	0.029351467
15/01/2017	02:05:00	3.162004471	0	0.010782486	0.040339555
15/01/2017	03:05:00	3.023965597	0	0.010910549	0.054677631
15/01/2017	04:05:00	2.929015398	0	0.010876105	0.067833522
15/01/2017	05:05:00	2.92896986	0	0.0106482	0.073376436
15/01/2017	06:05:00	2.980057716	0	0.010404346	0.067408656
15/01/2017	07:05:00	3.120982885	0	0.010196978	0.057738379
15/01/2017	08:05:00	3.310975552	36.4227066	0.010012407	0.047588996
15/01/2017	09:05:00	3.513909101	73.84081268	0.009934815	0.04215207
15/01/2017	10:05:00	3.739679575	96.20701599	0.009951358	0.040996143
15/01/2017	11:05:00	3.994006157	100.1494522	0.010024969	0.045617676
15/01/2017	12:05:00	4.258556843	85.30268097	0.010212609	0.062313949
15/01/2017	13:05:00	4.508006573	53.7501297	0.010439611	0.076042218
15/01/2017	14:05:00	4.715346336	12.75641441	0.010525867	0.088154013
15/01/2017	15:05:00	4.850121498	0	0.010452862	0.106560301
15/01/2017	16:05:00	4.889128685	0	0.010261865	0.12553667
15/01/2017	17:05:00	4.824243546	0	0.010022103	0.131443854
15/01/2017	18:05:00	4.662862301	0	0.009752744	0.125549321
15/01/2017	19:05:00	4.515464306	0	0.009473387	0.118757679
15/01/2017	20:05:00	4.385911465	0	0.009221753	0.11091886
15/01/2017	21:05:00	4.275364399	0	0.009000962	0.10368426
15/01/2017	22:05:00	4.186949253	0	0.008801773	0.093165009
15/01/2017	23:05:00	4.105131626	0	0.008645819	0.087322567
16/01/2017	00:05:00	4.005030155	0	0.008565986	0.092045938
16/01/2017	01:05:00	3.873580217	0	0.008584172	0.103015848
16/01/2017	02:05:00	3.732843161	0	0.008706077	0.11411755
16/01/2017	03:05:00	3.590399981	0	0.008902268	0.12152484
16/01/2017	04:05:00	3.444475889	0	0.008982816	0.119254327
16/01/2017	05:05:00	3.300733805	0	0.00883526	0.112672983
16/01/2017	06:05:00	3.224163532	0	0.008608625	0.107682999
16/01/2017	07:05:00	3.297173262	0	0.008383782	0.10379856
16/01/2017	08:05:00	3.500333309	36.86261368	0.008138019	0.098152274
16/01/2017	09:05:00	3.801964998	73.59082794	0.007907334	0.084983774
16/01/2017	10:05:00	4.150596142	95.58937073	0.007704327	0.065647365
16/01/2017	11:05:00	4.481184006	99.60323334	0.007556668	0.053930917
16/01/2017	12:05:00	4.765331268	85.15751648	0.00749003	0.057593956
16/01/2017	13:05:00	5.007866859	54.29979706	0.007528118	0.070999283
16/01/2017	14:05:00	5.206881523	13.79040718	0.007706517	0.087366573
16/01/2017	15:05:00	5.342110157	0	0.008010217	0.106042482
16/01/2017	16:05:00	5.387987614	0	0.008234011	0.120621637
16/01/2017	17:05:00	5.316226482	0	0.0081112	0.119595212
16/01/2017	18:05:00	5.137820244	0	0.007821278	0.116934219
16/01/2017	19:05:00	4.976562023	0	0.007546352	0.117103803
16/01/2017	20:05:00	4.840917587	0	0.007328846	0.113920247
16/01/2017	21:05:00	4.73687315	0	0.007167666	0.104547237
16/01/2017	22:05:00	4.668178558	0	0.007054644	0.087985834
16/01/2017	23:05:00	4.628211975	0	0.006971338	0.072369268
17/01/2017	00:05:00	4.57771492	0	0.006936174	0.066201434
17/01/2017	01:05:00	4.494452477	0	0.006963179	0.074833785
17/01/2017	02:05:00	4.387373447	0	0.007105325	0.093166935
17/01/2017	03:05:00	4.275420666	0	0.007448736	0.114699121
17/01/2017	04:05:00	4.16352272	0	0.007856093	0.124259143
17/01/2017	05:05:00	4.053835869	0	0.007961831	0.118133756
17/01/2017	06:05:00	3.950783968	0	0.007792871	0.112551345
17/01/2017	07:05:00	3.932082176	0.178655297	0.007584828	0.109529819
17/01/2017	08:05:00	3.978655577	19.45587158	0.007359028	0.108494066
17/01/2017	09:05:00	4.067458153	44.65811539	0.007149788	0.105115306
17/01/2017	10:05:00	4.201550484	72.6115036	0.006979623	0.090704487
17/01/2017	11:05:00	4.433713436	94.81093597	0.006824226	0.072990771
17/01/2017	12:05:00	4.735827446	79.46135712	0.006716175	0.063968108
17/01/2017	13:05:00	4.992058277	49.39673615	0.006657815	0.074924844
17/01/2017	14:05:00	5.183579445	13.65407658	0.006660937	0.092677719
17/01/2017	15:05:00	5.29866457	0	0.006799071	0.103721268
17/01/2017	16:05:00	5.274354458	0	0.007031592	0.11720113
17/01/2017	17:05:00	5.144884109	0	0.007200591	0.128056762
17/01/2017	18:05:00	4.968862057	0	0.00719518	0.128740653
17/01/2017	19:05:00	4.794423103	0	0.007094338	0.122442613
17/01/2017	20:05:00	4.655698776	0	0.006960695	0.117297609
17/01/2017	21:05:00	4.54903698	0	0.006850478	0.111760109
17/01/2017	22:05:00	4.479478359	0	0.006772746	0.100866575
17/01/2017	23:05:00	4.465410709	0	0.00669778	0.079300035
